schema_version,modulus,train_cross_entropy,train_accuracy,train_error_count,train_error_rate,train_margin_mean,train_margin_min,train_margin_q01,train_margin_q05,train_margin_q25,train_margin_median,train_margin_q75,train_margin_q95,train_margin_q99,train_projected_ce,train_projected_accuracy,train_projected_error_count,train_projected_error_rate,train_projected_margin_mean,train_projected_margin_min,train_projected_margin_q01,train_projected_margin_q05,train_projected_margin_q25,train_projected_margin_median,train_projected_margin_q75,train_projected_margin_q95,train_projected_margin_q99,train_entropy_mean,train_entropy_normalized,test_cross_entropy,test_accuracy,test_error_count,test_error_rate,test_margin_mean,test_margin_min,test_margin_q01,test_margin_q05,test_margin_q25,test_margin_median,test_margin_q75,test_margin_q95,test_margin_q99,test_projected_ce,test_projected_accuracy,test_projected_error_count,test_projected_error_rate,test_projected_margin_mean,test_projected_margin_min,test_projected_margin_q01,test_projected_margin_q05,test_projected_margin_q25,test_projected_margin_median,test_projected_margin_q75,test_projected_margin_q95,test_projected_margin_q99,test_entropy_mean,test_entropy_normalized,full_cross_entropy,full_accuracy,full_error_count,full_error_rate,full_margin_mean,full_margin_min,full_margin_q01,full_margin_q05,full_margin_q25,full_margin_median,full_margin_q75,full_margin_q95,full_margin_q99,full_projected_ce,full_projected_accuracy,full_projected_error_count,full_projected_error_rate,full_projected_margin_mean,full_projected_margin_min,full_projected_margin_q01,full_projected_margin_q05,full_projected_margin_q25,full_projected_margin_median,full_projected_margin_q75,full_projected_margin_q95,full_projected_margin_q99,full_entropy_mean,full_entropy_normalized,centered_logit_frobenius,centered_logit_rms,equivariant_energy,residual_energy,D_eq,Gamma,I,Gamma_minus_I,Gamma_over_logit_rms,I_over_logit_rms,Gamma_over_parameter_l2,centering_max_abs,offset_profile_sum_abs,reconstruction_relative_error,orthogonality_normalized_error,energy_identity_relative_error,projection_idempotence_relative_error,residual_projection_relative_error,group_invariance_relative_error,invariants_passed,projected_split_ce_max_abs_diff,projected_split_accuracy_max_abs_diff,projected_split_margin_max_abs_diff,projected_split_invariants_passed,raw_implication_status,projected_implication_status,step,state_source,run_id,checkpoint_sha256,semantic_state_sha256,replay_source_step,replay_updates,is_regular_grid,state_roles,full_logits_shape,forward_dtype,reduction_dtype,parameter_norm_total,parameter_norm_blocks.0.attention,parameter_norm_blocks.0.layer_norm,parameter_norm_blocks.0.mlp,parameter_norm_blocks.1.attention,parameter_norm_blocks.1.layer_norm,parameter_norm_blocks.1.mlp,parameter_norm_position_embedding,parameter_norm_token_embedding,parameter_norm_unembedding,parameter_norm_final_norm,parameter_group_norm_decay,parameter_group_norm_no_decay,committed_ce_within_tolerance,committed_ce_max_abs_diff,batched_predictions_match_committed,committed_train_accuracy_abs_diff,committed_test_accuracy_abs_diff,committed_train_error_count_diff,committed_test_error_count_diff,committed_reference_recheck_passed,committed_behavior_alignment_status,committed_behavior_alignment_passed
1,97,4.978652513207874,0.013287270794578794,3713,0.9867127292054212,-2.3290122849859323,-6.081103801727295,-4.77419298171997,-4.002888882160187,-2.99785478413105,-2.329277738928795,-1.6581774912774563,-0.6670745730400094,0.0805932068824772,4.574613931360246,0.0,3763,1.0,-0.0006265815954119135,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,4.155038193656451,0.9082624483122587,4.996887245265859,0.008678710591569253,5597,0.9913212894084308,-2.3329938962992762,-6.162891387939453,-4.758687591552734,-4.014790937304497,-2.998499780893326,-2.3107437938451767,-1.6683751344680786,-0.697107121348381,-0.042465049028396304,4.574613931360246,0.0,5646,1.0,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,4.158078141789522,0.9089269598294574,4.989594515248406,0.010521840790732278,9310,0.9894781592092677,-2.3314015056762436,-6.162891387939453,-4.767293910980225,-4.010103249549866,-2.9985462427139282,-2.319131851196289,-1.665297418832779,-0.6900638103485107,0.014151315689087167,4.574613931360246,0.0,9409,1.0,-0.0006265815954119134,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,-0.0006265815954119133,4.156862356389932,0.9086611975976349,864.2673855743942,0.9046706964876495,0.0693597479029099,746958.0444078399,0.9999999071437107,-0.0006265815954119133,6.162836806270045,-6.163463387865457,-0.0006926073739810443,6.812243206502687,-5.269163150053399e-06,1.0658141036401503e-14,4.358492733391728e-17,0.0,3.6582184506255885e-19,1.4494286534081923e-14,8.225748984971368e-17,1.4509522141604893e-17,0.0,True,0.0,0.0,2.168404344971009e-19,True,not_applicable,not_applicable,0,exact_checkpoint,20260721T045021566841Z_ef3ee07b,2297918fa4949b889be5f11271c588327938a2fe85ed95189eab870e236e787e,a905b04ac06e7e2c1e955281e70ab9149fc8110a97e4a8ed8889a51b8c1b2666,,0,True,"[""protocol:initialization""]","[97,97,97]",float32,float64,118.9148214941045,13.07996737179175,16.0,14.647742302631451,13.095571428652123,16.0,14.607383078256307,16.756866810882308,112.0037705875282,5.708417239843901,,116.71733460182617,22.755187857279726,True,,,,,,,,uncommitted_initialization,True
1,97,0.1707446570279126,0.9992027637523253,3,0.0007972362476747276,2.8983415040506064,-0.367095947265625,1.1635139846801759,1.6269129753112792,2.3498001098632812,2.853034019470215,3.4099040031433105,4.370814990997312,5.062795124053956,1.0013774315758377,1.0,0,0.0,3.5102581965456126,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,0.6867821527424346,0.15012580160137579,15.368351603609234,0.00017711654268508679,5645,0.999822883457315,-14.648301964251274,-43.38865852355957,-31.07593479156494,-25.137571334838867,-18.327302932739258,-14.077240824699402,-10.424602538347244,-5.980553686618805,-3.406650590896597,1.0013774315758377,1.0,0,0.0,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,1.5140678812891717,0.3309647075856362,9.290277957102111,0.39972366882771815,5648,0.6002763311722819,-7.6307635041364925,-43.38865852355957,-28.915863304138185,-23.263376998901368,-15.315042972564697,-9.020462274551392,2.6025896072387695,3.817349433898927,4.680953750610351,1.0013774315758377,1.0,0,0.0,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,3.5102581965456134,1.183206344832442,0.2586406770596747,5618.441298988547,5.881095697893166,189975.142039612,31376907.488140292,0.9939818212566169,3.5102581965456134,47.46059207867622,-43.95033388213061,0.5968714635613093,8.07002547087925,0.029863829080937824,7.105427357601002e-14,5.551115123125783e-17,0.0,3.7251753102598305e-18,6.490693706305843e-15,1.787250887365517e-16,1.787853405409173e-17,0.0,True,0.0,0.0,8.881784197001252e-16,True,not_applicable,verified,100,exact_checkpoint,20260721T045021566841Z_ef3ee07b,69c107b90568a0aad18a71a455c668dea9533c7ca5e9bff43c06b431e4fb26e0,d8706bde9e8af61a32f2c77b6ad590df13b15aac0179c5caad7899e000435a73,,0,True,"[""event:t_fit""]","[97,97,97]",float32,float64,117.54213389823552,15.88805764708364,17.166303881760435,17.80472125719229,18.46259664717488,17.733698721468784,23.678677049894343,15.526367613385045,106.82150710756154,9.17055142378743,,114.8930492392144,24.814118518822756,True,1.2864054141914494e-06,True,2.4123803843423275e-08,1.95881253383344e-12,0,0,,prediction_exact,True
1,97,0.009306789965582558,1.0,0,0.0,5.7068925940417055,3.5418663024902344,4.455925331115723,4.768592834472656,5.250028133392334,5.637861251831055,6.083975791931152,6.831500816345214,7.664909019470216,0.09751089959012925,1.0,0,0.0,5.9871237385657325,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,0.06649400613959942,0.014535127235809102,22.43349915475359,0.0005313496280552603,5643,0.9994686503719448,-21.99537344047555,-71.51171493530273,-48.947146797180174,-39.13579845428467,-27.877142190933228,-20.934187173843384,-15.38507953286171,-8.26564645767212,-4.535793542861934,0.09751089959012928,1.0,0,0.0,5.9871237385657325,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,0.9296048728998906,0.20320515924789875,13.465252171153075,0.4002550749282602,5643,0.5997449250717398,-10.916233565048998,-71.51171493530273,-45.162969512939455,-35.76723175048828,-22.75044059753418,-12.875609397888184,5.454521179199219,6.439867973327637,7.15771671295166,0.09751089959012925,1.0,0,0.0,5.987123738565732,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,5.987123738565734,0.584415565681379,0.12774917769178296,8765.666224392884,9.175449057503716,560459.2091674642,76276445.14829522,0.9927058590679344,5.987123738565734,78.6740932449097,-72.68696950634397,0.652515609976543,8.574413388581753,0.052937956120071086,9.947598300641403e-14,2.1094237467877974e-15,0.0,3.1993428470775137e-18,6.399767449106197e-15,6.097201723807815e-16,1.765721994975421e-17,0.0,True,2.7755575615628914e-17,0.0,8.881784197001252e-16,True,not_applicable,verified,200,exact_checkpoint,20260721T045021566841Z_ef3ee07b,f2050f0cef6839d5a307822293c99f877b87082dfea10d48979dfe3fd0653b2f,f59cd5ee6c67bcab12747c3b0debd302372543c28a0c170b2eed2540440aa814,,0,True,[],"[97,97,97]",float32,float64,113.0969946211383,15.513625278998035,17.37917389961285,17.47584677263546,18.45156399529412,18.17278986547477,25.395202712161364,14.7362249721106,101.5579189971908,9.799114937353915,,110.23508633619065,25.28153343423573,True,2.6795338641250055e-06,True,0.0,5.876437574395266e-12,0,0,,prediction_exact,True
1,97,0.005395052231155628,1.0,0,0.0,6.2636575539188755,4.151082992553711,5.019904384613037,5.358677101135254,5.825495719909668,6.211093902587891,6.62986946105957,7.348382949829101,8.079485702514651,0.056583268998356744,1.0,0,0.0,6.470604702452993,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,0.04162980452391137,0.009099985708284148,23.579346514052368,0.0005313496280552603,5643,0.9994686503719448,-23.166937540052707,-76.11432266235352,-51.72427854537964,-41.583741426467896,-29.41074287891388,-21.899952173233032,-16.05723798274994,-8.535171151161194,-4.335732221603388,0.05658326899835674,1.0,0,0.0,6.470604702452992,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,0.8732515373240134,0.1908867120627799,14.151269210318368,0.4002550749282602,5643,0.5997449250717398,-11.396576254197136,-76.11432266235352,-48.05868881225586,-38.17670860290527,-24.043198585510254,-13.327078342437744,6.018655776977539,6.968084335327148,7.646947822570801,0.05658326899835673,1.0,0,0.0,6.470604702452992,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,6.470604702452995,0.5406558756674309,0.11818361383002747,9361.077273197336,9.79869475346432,663203.0229568199,86966564.69181529,0.9924317610299385,6.470604702452995,83.88889887319628,-77.41829417074328,0.6603537374368478,8.561231978732415,0.0598040998663316,1.2434497875801753e-13,7.216449660063518e-16,0.0,3.2334379519858735e-18,5.101403866212389e-15,3.802282305418533e-16,1.5639357699784982e-17,0.0,True,1.3877787807814457e-17,0.0,1.7763568394002505e-15,True,not_applicable,verified,300,exact_checkpoint,20260721T045021566841Z_ef3ee07b,d04badaa809e988ca93515a933a1a59a55c49e416c653d444cdbd834ac11cde3,66be832aab13063e6d9c378a8735e04ee6d2dd503c3262f72cdf361ac9e4a8cf,,0,True,"[""event:t_fit_detected_at""]","[97,97,97]",float32,float64,108.19667408949338,14.916504099948481,17.46098517328952,16.816068481076837,17.85306361015795,18.328946541966246,25.157970697903075,14.004579423040123,96.53543400980324,9.670993307912882,,105.16038665514411,25.452177953342904,True,8.109273679224316e-07,True,0.0,5.876437574395266e-12,0,0,,prediction_exact,True
1,97,0.0038048198721043467,1.0,0,0.0,6.618356070238448,4.552270889282227,5.383355140686035,5.73223991394043,6.189080238342285,6.562232971191406,6.982784271240234,7.678997421264648,8.36453971862793,0.037541997531626396,1.0,0,0.0,6.824807043631254,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,0.030725876059486686,0.006716462789423838,24.331038426672514,0.000885582713425434,5641,0.9991144172865746,-23.93171769280806,-79.54216766357422,-53.542244815826415,-43.44190490245819,-30.288158237934113,-22.571266174316406,-16.345722898840904,-8.653630256652832,-4.212550449371336,0.03754199753162639,1.0,0,0.0,6.824807043631254,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,0.8423174323481668,0.18412473188059872,14.601696300794108,0.400467637368477,5641,0.599532362631523,-11.71363632705782,-79.54216766357422,-50.366121215820314,-39.84403190612793,-24.849068641662598,-13.692172527313232,6.387750625610352,7.29080810546875,7.952211074829102,0.03754199753162638,1.0,0,0.0,6.824807043631253,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,6.824807043631255,0.5177325639971939,0.11317273734450656,9802.433193469815,10.260683455637187,747498.9832878131,95340197.52915022,0.9922206587271883,6.824807043631255,87.55600544173899,-80.73119839810774,0.6651415642182907,8.533155302986762,0.06593538040500883,1.2789769243681803e-13,5.551115123125783e-16,0.0,5.9254254176474135e-18,8.374253246497667e-15,1.6519370199960667e-16,1.8743268581766673e-17,0.0,True,1.3877787807814457e-17,0.0,8.881784197001252e-16,True,not_applicable,verified,400,exact_checkpoint,20260721T045021566841Z_ef3ee07b,b73e435b7dc1172b94a791d5564860c27c48c28c24e55e86ff53451750e08e9b,f23bd7d9edfce5c4471eb6bc564935fabc20be105c8da65593bcfd0e04873a43,,0,True,[],"[97,97,97]",float32,float64,103.5075099545919,14.341637234800755,17.533369757975887,16.171536641748883,17.259894785035186,18.463490503637065,24.803966462284,13.309481334342227,91.74872445458189,9.495918688441948,,100.29164359952723,25.600602358252253,True,2.8126588418331266e-06,True,0.0,9.794062696272254e-12,0,0,,prediction_exact,True
1,97,0.002887395681344483,1.0,0,0.0,6.898787820842904,4.828607559204102,5.652790451049805,6.019236373901367,6.476906776428223,6.84771728515625,7.265409469604492,7.951802253723144,8.611589851379396,0.02580228409108308,1.0,0,0.0,7.142796524607845,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,0.024120775552649163,0.005272633761125665,24.969042983197905,0.0010626992561105207,5640,0.9989373007438895,-24.57851951529136,-82.94498825073242,-55.35342712402344,-44.90204191207886,-31.23487377166748,-23.145557165145874,-16.63295030593872,-8.61358118057251,-4.120479869842528,0.02580228409108307,1.0,0,0.0,7.142796524607845,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,0.8187210021575893,0.1789667163684806,14.984172808277632,0.4005739185885854,5640,0.5994260814114146,-11.989603848815303,-82.94498825073242,-52.32794242858887,-41.12366828918457,-25.594845056533813,-13.79224681854248,6.668024063110352,7.5870973587036135,8.227441482543945,0.025802284091083063,1.0,0,0.0,7.142796524607845,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,7.14279652460784,0.5009315821645625,0.1095001595769537,10208.106018745615,10.685320927227604,829841.8990398543,103375586.59090967,0.992036481102126,7.14279652460784,91.3492568525752,-84.20646032796735,0.6684681324270808,8.54904194967184,0.0721177942843063,1.4210854715202004e-13,7.771561172376096e-16,0.0,2.2585064575000393e-18,8.865872031874546e-15,5.999509725354404e-16,1.6157009101675257e-17,0.0,True,1.734723475976807e-17,0.0,0.0,True,not_applicable,verified,500,exact_checkpoint,20260721T045021566841Z_ef3ee07b,34651dc97999e88e1f743ab494f848a665c8fd5b135ede042e7d8b795e8a462c,862087b6b19818ce1bf95d474b8908c2ca675b4039e83312e9fca4dd3c3d4691,,0,True,[],"[97,97,97]",float32,float64,99.04346902858896,13.792249335421673,17.60052932128032,15.55282375939254,16.686824373422738,18.58654518070087,24.407875763732942,12.648726651098524,87.18672962020531,9.302869434972465,,95.64105603627976,25.737077485259693,True,3.0662057177721636e-06,True,0.0,1.1752875148790531e-11,0,0,,prediction_exact,True
1,97,0.0022663958149085183,1.0,0,0.0,7.146709133582073,5.166542053222656,5.915016098022461,6.259871864318848,6.7196245193481445,7.102916717529297,7.516474723815918,8.173331451416015,8.838280982971192,0.017816489969198216,1.0,0,0.0,7.455809056136485,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,0.019476025587342117,0.004257323725774191,25.56276332948647,0.000885582713425434,5641,0.9991144172865746,-25.18291012848702,-85.84306335449219,-57.21331033706665,-46.63178610801697,-32.13964605331421,-23.738057404756546,-16.89514097571373,-8.526904106140137,-3.94433021545409,0.017816489969198223,1.0,0,0.0,7.455809056136486,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,0.7990671557582493,0.17467052225005572,15.340194516498254,0.400467637368477,5641,0.599532362631523,-12.25312404248787,-85.84306335449219,-54.00589614868164,-42.50088958740234,-26.18362045288086,-13.94256067276001,6.918174743652344,7.811183547973633,8.493625602722169,0.01781648996919822,1.0,0,0.0,7.455809056136486,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,7.4558090561364825,0.4872804172277866,0.10651610987394015,10607.031834219179,11.102895975592434,915784.210369661,111593340.12177032,0.9918603560750747,7.4558090561364825,94.62653492283694,-87.17072586670045,0.6715193110452115,8.522689497483814,0.07864732531604833,1.4921397450962104e-13,7.216449660063518e-16,0.0,8.546889019277996e-18,8.079085480581354e-15,1.839973977114269e-16,1.7879004849918194e-17,0.0,True,6.938893903907228e-18,0.0,8.881784197001252e-16,True,not_applicable,verified,600,exact_checkpoint,20260721T045021566841Z_ef3ee07b,fdc631437c5716cb750dc83df8631c77dfae28c5563f6d63052d70d699d7c4dc,ef5a6b44133462af3bc00ccdd6d270ae52ac92ce040dc320cf932f8beae16ebe,,0,True,[],"[97,97,97]",float32,float64,94.80054186426467,13.268457989711898,17.66363689743987,14.96149385731978,16.136525759364087,18.700811471226626,23.989573639577976,12.0204723578074,82.83915329706073,9.10032208736467,,91.2040328559548,25.86439886345935,True,3.930072406177487e-06,True,0.0,9.794062696272254e-12,0,0,,prediction_exact,True
1,97,0.0018151948636808426,1.0,0,0.0,7.373356164531318,5.520792007446289,6.1545743560791015,6.47923526763916,6.953360557556152,7.326257705688477,7.753972053527832,8.404435157775879,9.084294414520269,0.012344538345500233,1.0,0,0.0,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,0.015995141031563246,0.0034964265735528627,26.130098902580123,0.000885582713425434,5641,0.9991144172865746,-25.75708096976261,-88.25889587402344,-58.88349981307984,-48.04810047149658,-32.99969673156738,-24.25215792655945,-17.068232774734497,-8.495492696762085,-3.845163106918331,0.012344538345500238,1.0,0,0.0,7.7665527765599025,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,0.7815514778699032,0.17084171689586997,15.680451587016625,0.400467637368477,5641,0.599532362631523,-12.507018802013853,-88.25889587402344,-55.67088150024414,-43.705292510986325,-26.732187032699585,-14.151269912719727,7.142543792724609,8.042292022705078,8.67603126525879,0.012344538345500238,1.0,0,0.0,7.766552776559904,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,7.766552776559903,0.4753777616914917,0.10391427216392403,11002.561757578856,11.516916378560314,1005904.0416110095,120050461.18772435,0.9916906142051536,7.766552776559903,97.41190662464264,-89.64535384808273,0.6743604382695684,8.458158713905652,0.08556276227541965,1.4921397450962104e-13,2.7755575615628914e-16,0.0,2.1518566096571502e-18,1.1324533222493942e-14,1.9278942762200008e-16,1.4762719748554292e-17,0.0,True,5.204170427930421e-18,0.0,1.7763568394002505e-15,True,not_applicable,verified,700,exact_checkpoint,20260721T045021566841Z_ef3ee07b,3d6f62a8d51af4f80f43359cf3648f31fc8cede0bf55785db69aa9d49b845e2d,fd978660b8bd677a7e758ca5a90905940730469c150ef8b2e7d43e6955743faa,,0,True,[],"[97,97,97]",float32,float64,90.77024362023278,12.767762519823126,17.722806609718738,14.39652055422538,15.608261917440663,18.80717211019198,23.555798232134993,11.42322652466672,78.69630395264129,8.89168913429072,,86.97187024724845,25.983281405014797,True,1.3476640177145782e-06,True,0.0,9.794062696272254e-12,0,0,,prediction_exact,True
1,97,0.0014788552176003705,1.0,0,0.0,7.579864608902517,5.690967559814453,6.340732269287109,6.661825180053711,7.164883613586426,7.540462493896484,7.958683967590332,8.618060302734374,9.21787757873535,0.00860327297079395,1.0,0,0.0,8.074888835626368,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,0.013327451781673143,0.002913288258930233,26.659009250915958,0.0012398157987956076,5639,0.9987601842012044,-26.290920798946864,-90.47915649414062,-60.31877746582031,-49.344576358795166,-33.81516432762146,-24.660580158233643,-17.29757845401764,-8.480068445205688,-3.6657357692718433,0.008603272970793947,1.0,0,0.0,8.074888835626368,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,0.7665223090256966,0.16755644512354845,15.99769700954993,0.4006801998086938,5639,0.5993198001913062,-12.744766532846619,-90.47915649414062,-57.321039276123045,-44.95440979003906,-27.42178249359131,-14.094027042388916,7.351096153259277,8.251260375976562,8.861042098999024,0.008603272970793947,1.0,0,0.0,8.074888835626371,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,8.07488883562637,0.4652923964091316,0.1017096814630576,11388.409086956879,11.920801539602605,1099030.5775083804,128596830.95437658,0.9915260937047303,8.07488883562637,99.99294110637236,-91.91805227074599,0.6773780109332779,8.388105512383671,0.09287474257544491,1.5631940186722204e-13,1.3322676295501878e-15,0.0,9.48640883859316e-18,2.2633943138319588e-14,2.4591494162636296e-16,1.876905148525622e-17,0.0,True,3.469446951953614e-18,0.0,3.552713678800501e-15,True,not_applicable,verified,800,exact_checkpoint,20260721T045021566841Z_ef3ee07b,e92ef1c11d51091673d724f83c15be6a52ad7479626d6265eda4ba5c711a41ee,5e2cc671554a9b30ba85297bfd9a9899dea5597d9663c78641d262dfed63559d,,0,True,[],"[97,97,97]",float32,float64,86.94386236459172,12.288554277281822,17.77836104218928,13.857211858545373,15.101000658066466,18.906241975223644,23.111178614768395,10.855499336812603,74.74857129547784,8.679322253338192,,82.93563254094073,26.094368317840615,True,2.5899043549770795e-06,True,0.0,7.191934873161665e-11,0,0,,prediction_exact,True
1,97,0.0012228911111923325,1.0,0,0.0,7.770172114452086,5.827384948730469,6.496805953979492,6.849551773071289,7.34865665435791,7.739112854003906,8.148175716400146,8.803267097473144,9.344517402648925,0.006050506376881405,1.0,0,0.0,8.380272141296786,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,0.011246831227535075,0.0024584790777786966,27.14934456849813,0.001594048884165781,5637,0.9984059511158342,-26.784830592261258,-92.34365844726562,-61.39197149276733,-50.40648365020752,-34.71640872955322,-25.113052368164062,-17.42105519771576,-8.341139554977417,-3.3031197547912465,0.00605050637688141,1.0,0,0.0,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,0.753677622131125,0.1647486859110148,16.29182709884067,0.40089276224891063,5637,0.5991072377510894,-12.965033038285032,-92.34365844726562,-58.89673484802246,-46.09293632507324,-27.918432116508484,-14.208172380924225,7.544191360473633,8.44891357421875,9.076311378479003,0.006050506376881407,1.0,0,0.0,8.380272141296784,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,8.380272141296782,0.45675264963987106,0.0998429522184367,11761.541321216211,12.311377192327297,1194108.9904263497,137139745.2602512,0.9913679193217496,8.380272141296782,102.20694280159252,-93.82667066029573,0.6806933140282259,8.301828561088193,0.10058715415067923,1.4921397450962104e-13,1.887379141862766e-15,0.0,7.249310336642526e-18,8.617506553006232e-15,3.6795941825561355e-16,1.8454311123413272e-17,0.0,True,5.204170427930421e-18,0.0,3.552713678800501e-15,True,not_applicable,verified,900,exact_checkpoint,20260721T045021566841Z_ef3ee07b,895c8cf426f2b23e6b2f1134d3ba8b6482fc64d763e07d76606cd0bad88b74db,39e160d3a500f1928064625d890aa08f9a802729dbc953694b186d04d2adbd45,,0,True,[],"[97,97,97]",float32,float64,83.31354249015895,11.829511505716976,17.830524894521815,13.342375761565174,14.614025824399993,18.99875632586676,22.660426960676507,10.315883589956776,70.98706072731073,8.465501940710755,,79.08725078159644,26.198342048083745,True,2.736799721958505e-06,True,0.0,4.057834819028161e-11,0,0,,prediction_exact,True
