episode_id,episode_type,state_role,step,pre_collapse_step,Gamma,delta_from_pre_Gamma,I,delta_from_pre_I,Gamma_minus_I,delta_from_pre_Gamma_minus_I,D_eq,delta_from_pre_D_eq,full_projected_accuracy,delta_from_pre_full_projected_accuracy,full_entropy_normalized,delta_from_pre_full_entropy_normalized,centered_logit_rms,delta_from_pre_centered_logit_rms
joint_003,joint,train_recovery_start,10150,10000,5.88045053870254,-1.0602618807471416,77.87580092602725,8.816167017062682,-71.99535038732472,-9.87642889780983,0.27112001733036756,0.055309867231346954,1.0,0.0,0.06044189018084443,0.05139682529242819,33.350443523344595,-0.5802174143054657
joint_003,joint,test_recovery_confirmed,10250,10000,6.808581100765537,-0.13213131868414507,85.5249770660433,16.465343157078735,-78.71639596527777,-16.59747447576288,0.2386463285696892,0.0228361784706686,1.0,0.0,0.021852077983727354,0.01280701309531112,39.000273506787515,5.069612569137455
joint_003,joint,train_recovery_confirmed,10250,10000,6.808581100765537,-0.13213131868414507,85.5249770660433,16.465343157078735,-78.71639596527777,-16.59747447576288,0.2386463285696892,0.0228361784706686,1.0,0.0,0.021852077983727354,0.01280701309531112,39.000273506787515,5.069612569137455
joint_003,joint,post_recovery,10300,10000,6.815319714428128,-0.12539270502155375,84.30448911901817,15.2448552100536,-77.48916940459004,-15.370247915075154,0.23272872861489688,0.016918578515876276,1.0,0.0,0.018769221234718185,0.00972415634630195,39.09412223573197,5.163461298081913
joint_004,joint,pre_collapse,12300,12300,7.335864316113437,0.0,84.01119594761994,0.0,-76.67533163150651,0.0,0.27793641337682223,0.0,1.0,0.0,0.005031466273986147,0.0,38.43183152810555,0.0
joint_004,joint,onset,12350,12300,0.627366904026391,-6.708497412087046,15.22863783777902,-68.78255810984092,-14.60127093375263,62.07406069775388,0.5331038247957526,0.25516741141893035,1.0,0.0,0.6507136573826063,0.6456821911086202,4.170737212762196,-34.26109431534335
joint_004,joint,test_trough,12350,12300,0.627366904026391,-6.708497412087046,15.22863783777902,-68.78255810984092,-14.60127093375263,62.07406069775388,0.5331038247957526,0.25516741141893035,1.0,0.0,0.6507136573826063,0.6456821911086202,4.170737212762196,-34.26109431534335
joint_004,joint,train_trough,12350,12300,0.627366904026391,-6.708497412087046,15.22863783777902,-68.78255810984092,-14.60127093375263,62.07406069775388,0.5331038247957526,0.25516741141893035,1.0,0.0,0.6507136573826063,0.6456821911086202,4.170737212762196,-34.26109431534335
joint_004,joint,train_recovery_start,12450,12300,6.527843197419074,-0.8080211186943629,79.09724701364385,-4.913948933976087,-72.56940381622478,4.105927815281731,0.17401874913735318,-0.10391766423946905,1.0,0.0,0.04591184808230196,0.04088038180831582,33.565737611713615,-4.866093916391932
joint_004,joint,test_recovery_start,12550,12300,7.563153115985159,0.22728879987172235,84.63700125632752,0.6258053087075837,-77.07384814034236,-0.3985165088358542,0.147831946491702,-0.13010446688512023,1.0,0.0,0.019200536533811974,0.014169070259825826,39.32272216178672,0.8908906336811739
joint_004,joint,train_recovery_confirmed,12550,12300,7.563153115985159,0.22728879987172235,84.63700125632752,0.6258053087075837,-77.07384814034236,-0.3985165088358542,0.147831946491702,-0.13010446688512023,1.0,0.0,0.019200536533811974,0.014169070259825826,39.32272216178672,0.8908906336811739
joint_004,joint,test_recovery_confirmed,12650,12300,7.6522035930194505,0.3163392769060138,79.81734012875805,-4.193855818861891,-72.1651365357386,4.510195095767912,0.1334358821262814,-0.14450053125054083,1.0,0.0,0.014238174368267043,0.009206708094280897,39.978491239609845,1.5466597115042973
joint_004,joint,post_recovery,12700,12300,7.624536347852938,0.28867203173950173,76.71974897855955,-7.291446969060388,-69.09521263070661,7.580119000799897,0.12704060352975804,-0.1508958098470642,1.0,0.0,0.012971363845369345,0.007939897571383199,39.847240467606,1.4154089395004519
joint_005,joint,pre_collapse,14200,14200,7.282459532293473,0.0,33.14886364129515,0.0,-25.866404109001678,0.0,0.05275891102281679,0.0,1.0,0.0,0.004999093083863179,0.0,37.054631690100145,0.0
joint_005,joint,onset,14250,14200,-0.010981218368610796,-7.293440750662083,7.5556271610323655,-25.593236480262785,-7.566608379400976,18.299795729600703,0.9907981969646161,0.9380392859417993,0.0,-1.0,0.9013131466038838,0.8963140535200207,1.3825241998208848,-35.67210749027926
joint_005,joint,test_trough,14250,14200,-0.010981218368610796,-7.293440750662083,7.5556271610323655,-25.593236480262785,-7.566608379400976,18.299795729600703,0.9907981969646161,0.9380392859417993,0.0,-1.0,0.9013131466038838,0.8963140535200207,1.3825241998208848,-35.67210749027926
joint_005,joint,train_trough,14250,14200,-0.010981218368610796,-7.293440750662083,7.5556271610323655,-25.593236480262785,-7.566608379400976,18.299795729600703,0.9907981969646161,0.9380392859417993,0.0,-1.0,0.9013131466038838,0.8963140535200207,1.3825241998208848,-35.67210749027926
joint_005,joint,train_recovery_start,14400,14200,7.580416880602641,0.2979573483091684,146.59159691354802,113.44273327225287,-139.0111800329454,-113.14477592394371,0.20238495082774546,0.14962603980492867,1.0,0.0,0.03438003571787969,0.02938094263401651,52.71206684988987,15.657435159789728
joint_005,joint,train_recovery_confirmed,14500,14200,8.14466967792005,0.8622101456265767,134.83121328995475,101.6823496486596,-126.6865436120347,-100.82013950303302,0.19501299491468377,0.14225408389186697,1.0,0.0,0.017650637491925667,0.012651544408062487,53.804758442316405,16.75012675221626
joint_005,joint,test_recovery_start,14650,14200,7.956753107525614,0.6742935752321415,119.62435609073742,86.47549244944227,-111.66760298321181,-85.80119887421013,0.19452630743093802,0.14176739640812122,1.0,0.0,0.012445231055826587,0.0074461379719634084,50.41909440828472,13.364462718184576
joint_005,joint,test_recovery_confirmed,14750,14200,7.764927338940623,0.4824678066471506,109.44863762269175,76.2997739813966,-101.68371028375113,-75.81730617474945,0.19595740534653974,0.14319849432372295,1.0,0.0,0.010703391772444167,0.005704298688580988,48.06113077902803,11.006499088927889
joint_005,joint,post_recovery,14800,14200,7.67994101256059,0.3974814802671176,104.4936041104729,71.34474046917775,-96.81366309791231,-70.94725898891063,0.19679714189471248,0.14403823087189568,1.0,0.0,0.01008417147952291,0.005085078395659731,47.01220947464988,9.957577784549734
joint_006,joint,pre_collapse,15300,15300,7.503690332620934,0.0,75.4123453486294,0.0,-67.90865501600847,0.0,0.2102134782860102,0.0,1.0,0.0,0.006871819681450741,0.0,41.59633064758955,0.0
joint_006,joint,onset,15350,15300,0.09190939456732794,-7.411780938053607,19.64986435853671,-55.76248099009269,-19.557954963969383,48.35070005203909,0.8975096340283913,0.6872961557423811,1.0,0.0,0.858521987983383,0.8516501683019322,1.7699206212733398,-39.8264100263162
joint_006,joint,test_trough,15350,15300,0.09190939456732794,-7.411780938053607,19.64986435853671,-55.76248099009269,-19.557954963969383,48.35070005203909,0.8975096340283913,0.6872961557423811,1.0,0.0,0.858521987983383,0.8516501683019322,1.7699206212733398,-39.8264100263162
joint_006,joint,train_trough,15350,15300,0.09190939456732794,-7.411780938053607,19.64986435853671,-55.76248099009269,-19.557954963969383,48.35070005203909,0.8975096340283913,0.6872961557423811,1.0,0.0,0.858521987983383,0.8516501683019322,1.7699206212733398,-39.8264100263162
joint_006,joint,train_recovery_start,15550,15300,6.911163471370713,-0.5925268612502208,100.78781690626927,25.37547155763987,-93.87665343489856,-25.96799841889009,0.202007408674429,-0.008206069611581185,1.0,0.0,0.041452382409585035,0.0345805627281343,47.47775172619103,5.881421078601484
joint_006,joint,test_recovery_start,15650,15300,7.650912174675298,0.14722184205436406,103.2746547931489,27.862309444519497,-95.6237426184736,-27.715087602465132,0.20029652188459776,-0.009916956401412436,1.0,0.0,0.02112019996723443,0.01424838028578369,49.6473292007413,8.05099855315175
joint_006,joint,train_recovery_confirmed,15650,15300,7.650912174675298,0.14722184205436406,103.2746547931489,27.862309444519497,-95.6237426184736,-27.715087602465132,0.20029652188459776,-0.009916956401412436,1.0,0.0,0.02112019996723443,0.01424838028578369,49.6473292007413,8.05099855315175
joint_006,joint,test_recovery_confirmed,15750,15300,7.7716085989602846,0.26791826633935045,98.39605443816419,22.983709089534784,-90.6244458392039,-22.715790823195434,0.20227039067669647,-0.007943087609313726,1.0,0.0,0.016590566658865092,0.009718746977414351,48.16518508249782,6.568854434908275
joint_006,joint,post_recovery,15800,15300,7.781339075552921,0.27764874293198716,95.88069078992967,20.468345441300272,-88.09935171437675,-20.190696698368285,0.20353746099225745,-0.006676017293752751,1.0,0.0,0.015413476023332397,0.008541656341881657,47.149961893285266,5.553631245695719
joint_007,joint,pre_collapse,17450,17450,7.5579642629202795,0.0,54.88204786366744,0.0,-47.32408360074716,0.0,0.18159746848991903,0.0,1.0,0.0,0.0038212035601427213,0.0,29.600511886244092,0.0
joint_007,joint,onset,17500,17450,0.08262767234900514,-7.475336590571274,6.285148439139409,-48.59689942452803,-6.202520766790403,41.12156283395676,0.6198166378373119,0.43821916934739286,1.0,0.0,0.8761865597609367,0.872365356200794,1.7098195048236644,-27.89069238142043
joint_007,joint,test_trough,17500,17450,0.08262767234900514,-7.475336590571274,6.285148439139409,-48.59689942452803,-6.202520766790403,41.12156283395676,0.6198166378373119,0.43821916934739286,1.0,0.0,0.8761865597609367,0.872365356200794,1.7098195048236644,-27.89069238142043
joint_007,joint,train_trough,17500,17450,0.08262767234900514,-7.475336590571274,6.285148439139409,-48.59689942452803,-6.202520766790403,41.12156283395676,0.6198166378373119,0.43821916934739286,1.0,0.0,0.8761865597609367,0.872365356200794,1.7098195048236644,-27.89069238142043
joint_007,joint,train_recovery_start,17700,17450,10.182450300804149,2.6244860378838695,127.1531618691261,72.27111400545866,-116.97071156832195,-69.64662796757479,0.17767553420211413,-0.003921934287804907,1.0,0.0,0.04488982470183769,0.04106862114169497,56.0842451335588,26.48373324731471
joint_007,joint,train_recovery_confirmed,17800,17450,11.135894445826153,3.577930182905874,119.52793473621676,64.64588687254933,-108.39204029039061,-61.06795668964345,0.19092720521456366,0.009329736724644627,1.0,0.0,0.022571842949497913,0.01875063938935519,55.9829984227522,26.38248653650811
joint_007,joint,test_recovery_start,18150,17450,10.950155584220994,3.3921913213007144,84.18752817012815,29.30548030646071,-73.23737258590715,-25.913288985159994,0.22033922605909814,0.03874175756917911,1.0,0.0,0.013864691953126935,0.010043488392984214,45.271742480676174,15.671230594432082
joint_007,joint,test_recovery_confirmed,18250,17450,10.860599557731852,3.302635294811573,79.38952853373303,24.50748067006559,-68.52892897600117,-21.20484537525401,0.23051414725851804,0.04891667876859901,1.0,0.0,0.012752306996739494,0.008931103436596774,42.67460793230232,13.07409604605823
joint_007,joint,post_recovery,18300,17450,10.818899981424927,3.2609357185046477,79.48639910286221,24.60435123919477,-68.66749912143729,-21.34341552069013,0.23599740136685135,0.054399932876932316,1.0,0.0,0.01231442176438376,0.00849321820424104,41.517699843869835,11.917187957625742
joint_008,joint,pre_collapse,18300,18300,10.818899981424927,0.0,79.48639910286221,0.0,-68.66749912143729,0.0,0.23599740136685135,0.0,1.0,0.0,0.01231442176438376,0.0,41.517699843869835,0.0
joint_008,joint,onset,18350,18300,0.0646109207835095,-10.754289060641417,14.791541050626634,-64.69485805223557,-14.726930129843124,53.94056899159416,0.8712397358854639,0.6352423345186126,1.0,0.0,0.7798108390711171,0.7674964173067333,2.8113567863746276,-38.706343057495204
joint_008,joint,test_trough,18350,18300,0.0646109207835095,-10.754289060641417,14.791541050626634,-64.69485805223557,-14.726930129843124,53.94056899159416,0.8712397358854639,0.6352423345186126,1.0,0.0,0.7798108390711171,0.7674964173067333,2.8113567863746276,-38.706343057495204
joint_008,joint,train_trough,18350,18300,0.0646109207835095,-10.754289060641417,14.791541050626634,-64.69485805223557,-14.726930129843124,53.94056899159416,0.8712397358854639,0.6352423345186126,1.0,0.0,0.7798108390711171,0.7674964173067333,2.8113567863746276,-38.706343057495204
joint_008,joint,train_recovery_start,18700,18300,11.46670250254276,0.647802521117832,126.71159642819185,47.225197325329646,-115.2448939256491,-46.577394804211806,0.18798089529002576,-0.04801650607682559,1.0,0.0,0.05879208621928708,0.046477664454903325,54.38988850679599,12.872188662926156
joint_008,joint,train_recovery_confirmed,18800,18300,12.870331033069718,2.0514310516447907,130.51066401656186,51.02426491369965,-117.64033298349214,-48.972833862054856,0.1924048384176307,-0.04359256294922065,1.0,0.0,0.04013085134866376,0.02781642958428,58.263460128315785,16.74576028444595
joint_008,joint,test_recovery_start,21300,18300,10.15214469924669,-0.6667552821782365,86.74193159040655,7.255532487544343,-76.58978689115986,-7.922287769722573,0.33757603909782585,0.1015786377309745,1.0,0.0,0.012187160358135747,-0.0001272614062480127,43.5981096572893,2.0804098134194646
joint_008,joint,test_recovery_confirmed,21400,18300,10.100263725673614,-0.7186362557513135,85.00599951044205,5.519600407579844,-74.90573578476844,-6.238236663331151,0.3455261535262791,0.10952875215942773,1.0,0.0,0.010805284798123177,-0.0015091369662605832,42.76924081612126,1.2515409722514264
joint_008,joint,post_recovery,21450,18300,10.081766816049111,-0.7371331653758162,84.1788667986352,4.69246769577299,-74.09709998258609,-5.429600861148799,0.349538458068256,0.11354105670140466,1.0,0.0,0.010175899482985473,-0.002138522281398287,42.4327417251331,0.9150418812632637
joint_009,joint,pre_collapse,21850,21850,10.02464658784011,0.0,80.0771363825477,0.0,-70.0524897947076,0.0,0.37510365895066444,0.0,1.0,0.0,0.005982578781489257,0.0,40.9825815617338,0.0
joint_009,joint,onset,21900,21850,0.08588850174686335,-9.938758086093246,17.60386440095413,-62.47327198159358,-17.517975899207265,52.53451389550033,0.523242375720136,0.14813871676947155,1.0,0.0,0.8024574134138986,0.7964748346324094,2.4475665395064192,-38.535015022227384
joint_009,joint,train_recovery_start,22150,21850,9.822335568912642,-0.2023110189274675,92.46352400702297,12.386387624475262,-82.64118843811033,-12.588698643402736,0.3108851034463396,-0.06421855550432487,1.0,0.0,0.06790259854831938,0.06192001976683013,41.05346267861917,0.07088111688536713
joint_009,joint,train_recovery_confirmed,22250,21850,11.51490982061037,1.4902632327702605,99.2738959954901,19.196759612942387,-87.75898617487972,-17.706496380172126,0.33617773654821004,-0.038925922402454405,1.0,0.0,0.042660061429599286,0.03667748264811003,45.07088531579844,4.08830375406464
joint_009,joint,test_trough,23950,21850,0.08876297638587927,-9.93588361145423,29.74952318698858,-50.327613195559124,-29.6607602106027,40.391729584104894,0.7507065371236528,0.3756028781729883,1.0,0.0,0.649130720766416,0.6431481419849268,4.362772300555841,-36.61980926117796
joint_009,joint,train_trough,23950,21850,0.08876297638587927,-9.93588361145423,29.74952318698858,-50.327613195559124,-29.6607602106027,40.391729584104894,0.7507065371236528,0.3756028781729883,1.0,0.0,0.649130720766416,0.6431481419849268,4.362772300555841,-36.61980926117796
joint_009,joint,test_recovery_start,27050,21850,11.917843450881904,1.8931968630417941,83.56787752805684,3.4907411455091335,-71.65003407717494,-1.5975442824673394,0.4830150276674957,0.10791136871683127,1.0,0.0,0.015286599315981227,0.009304020534491971,33.962069730653106,-7.020511831080697
joint_009,joint,test_recovery_confirmed,27150,21850,11.836870388097672,1.8122238002575628,83.22373526043796,3.1465988778902556,-71.38686487234028,-1.3343750776326857,0.48249439891858525,0.10739073996792081,1.0,0.0,0.014335468544430118,0.008352889762940862,33.47603727456731,-7.506544287166491
joint_009,joint,post_recovery,27200,21850,11.804621889664737,1.7799753018246278,82.83361479589487,2.7564784133471676,-71.02899290623014,-0.9765031115225469,0.48210903890754564,0.1070053799568812,1.0,0.0,0.013915722546597568,0.00793314376510831,33.24943309492428,-7.733148466809524
joint_010,joint,pre_collapse,27250,27250,11.895877068918736,0.0,81.95029770613598,0.0,-70.05442063721725,0.0,0.4841433974536605,0.0,1.0,0.0,0.018737498740643326,0.0,33.10378617410522,0.0
joint_010,joint,onset,27300,27250,0.2825407104356654,-11.613336358483071,9.369891373848628,-72.58040633228735,-9.087350663412963,60.967069973804286,0.7348854062369021,0.25074200878324165,1.0,0.0,0.8261460784817432,0.8074085797410998,2.7656676994519978,-30.338118474653218
joint_010,joint,train_recovery_start,27550,27250,10.52149301320739,-1.3743840557113458,121.44619856290348,39.49590085676749,-110.92470554969609,-40.87028491247884,0.4552991986808373,-0.028844198772823182,1.0,0.0,0.046879628908131805,0.02814213016748848,40.013495107731615,6.909708933626398
joint_010,joint,train_recovery_confirmed,27650,27250,10.895558575411144,-1.0003184935075922,124.80463782550868,42.854340119372694,-113.90907925009753,-43.854658612880286,0.4302874958506389,-0.05385590160302156,1.0,0.0,0.03102009100104098,0.012282592260397653,40.04950846160857,6.945722287503351
joint_010,joint,test_trough,31400,27250,0.005567863049853294,-11.890309205868883,3.91286598052681,-78.03743172560917,-3.9072981174769565,66.1471225197403,0.9460204728557208,0.4618770754020603,1.0,0.0,0.9815527493067252,0.9628152505660819,0.44510733448023415,-32.65867883962498
joint_010,joint,train_trough,31400,27250,0.005567863049853294,-11.890309205868883,3.91286598052681,-78.03743172560917,-3.9072981174769565,66.1471225197403,0.9460204728557208,0.4618770754020603,1.0,0.0,0.9815527493067252,0.9628152505660819,0.44510733448023415,-32.65867883962498
joint_010,joint,terminal_unrecovered,50000,27250,1.9648999690452058,-9.93097709987353,122.77970204861926,40.82940434248327,-120.81480207957405,-50.7603814423568,0.7195568238512692,0.2354134263976087,1.0,0.0,0.15309381059429167,0.13435631185364835,64.24703654535448,31.14325037124926
test_001,test,pre_collapse,7300,7300,7.094394573560763,0.0,72.12689019648249,0.0,-65.03249562292173,0.0,0.08504924461496613,0.0,1.0,0.0,0.015362179502373351,0.0,35.67533892785728,0.0
test_001,test,onset,7350,7300,-0.006779427561907081,-7.10117400112267,7.869722236172982,-64.25716796030952,-7.876501663734889,57.155993959186844,0.9640647042183496,0.8790154596033835,0.0,-1.0,0.9539459371823786,0.9385837576800052,0.7013318863304406,-34.97400704152684
test_001,test,test_trough,7350,7300,-0.006779427561907081,-7.10117400112267,7.869722236172982,-64.25716796030952,-7.876501663734889,57.155993959186844,0.9640647042183496,0.8790154596033835,0.0,-1.0,0.9539459371823786,0.9385837576800052,0.7013318863304406,-34.97400704152684
test_001,test,test_recovery_start,7700,7300,7.226790876466588,0.13239630290582483,92.93996147818618,20.813071281703685,-85.71317060171958,-20.680674978797853,0.2667757020322735,0.1817264574173074,1.0,0.0,0.018025361971417717,0.002663182469044366,40.161602070771124,4.486263142913842
test_001,test,test_recovery_confirmed,7800,7300,7.204305290605703,0.10991071704494004,91.25142238819583,19.124532191713342,-84.04711709759013,-19.014621474668402,0.25778632239612614,0.17273707778116001,1.0,0.0,0.015776133461068365,0.0004139539586950139,39.66734994738352,3.992011019526238
test_001,test,post_recovery,7850,7300,7.188569544377515,0.09417497081675208,90.57019867333801,18.44330847685552,-83.3816291289605,-18.34913350603877,0.2534034175902049,0.16835417297523878,1.0,0.0,0.014940998562108992,-0.0004211809402643596,39.389453312043834,3.7141143841865514
test_002,test,pre_collapse,8400,8400,7.162474279234431,0.0,81.7106936956663,0.0,-74.54821941643186,0.0,0.2156812283532108,0.0,1.0,0.0,0.009367595095064457,0.0,37.5384990100233,0.0
test_002,test,onset,8450,8400,0.40804692192735814,-6.7544273573070726,13.314295711565881,-68.39639798410042,-12.906248789638523,61.64197062679334,0.5974738856590673,0.38179265730585654,1.0,0.0,0.7114211463836988,0.7020535512886343,3.3493781171506396,-34.18912089287266
test_002,test,test_trough,8450,8400,0.40804692192735814,-6.7544273573070726,13.314295711565881,-68.39639798410042,-12.906248789638523,61.64197062679334,0.5974738856590673,0.38179265730585654,1.0,0.0,0.7114211463836988,0.7020535512886343,3.3493781171506396,-34.18912089287266
test_002,test,test_recovery_start,8600,8400,6.299033869717903,-0.863440409516528,77.8608765412573,-3.8498171544089956,-71.5618426715394,2.9863767448924676,0.26941057183503314,0.053729343481822345,1.0,0.0,0.035410276641534746,0.02604268154647029,34.207465264710905,-3.3310337453123964
test_002,test,test_recovery_confirmed,8700,8400,6.478768047762912,-0.6837062314715183,77.20497439490174,-4.505719300764554,-70.72620634713883,3.8220130692930354,0.2585096825673928,0.04282845421418202,1.0,0.0,0.025889042939209433,0.016521447844144978,34.7264474858794,-2.8120515241439037
test_002,test,post_recovery,8750,8400,6.492966922845561,-0.6695073563888698,76.10899334539705,-5.60170035026924,-69.6160264225515,4.9321929938803635,0.2545926973858202,0.03891146903260939,1.0,0.0,0.02385690686732535,0.014489311772260894,34.57749957460046,-2.960999435422842
test_003,test,pre_collapse,10000,10000,6.940712419449682,0.0,69.05963390896457,0.0,-62.11892148951489,0.0,0.2158101500990206,0.0,1.0,0.0,0.009045064888416235,0.0,33.93066093765006,0.0
test_003,test,onset,10050,10000,0.17890468800329762,-6.761807731446384,11.027185069255845,-58.03244883970873,-10.848280381252547,51.27064110826234,0.693249019155845,0.4774388690568244,1.0,0.0,0.7868121061992848,0.7777670413108685,2.1009979256213067,-31.829663012028753
test_003,test,test_trough,10050,10000,0.17890468800329762,-6.761807731446384,11.027185069255845,-58.03244883970873,-10.848280381252547,51.27064110826234,0.693249019155845,0.4774388690568244,1.0,0.0,0.7868121061992848,0.7777670413108685,2.1009979256213067,-31.829663012028753
