step,parameter_norm_total,parameter_norm_blocks.0.attention,parameter_norm_blocks.0.layer_norm,parameter_norm_blocks.0.mlp,parameter_norm_blocks.1.attention,parameter_norm_blocks.1.layer_norm,parameter_norm_blocks.1.mlp,parameter_norm_position_embedding,parameter_norm_token_embedding,parameter_norm_unembedding,parameter_norm_final_norm,parameter_group_norm_decay,parameter_group_norm_no_decay
13300,35.62385298892246,5.586222227384099,19.857595280135723,8.6377282402284,4.150887478495816,23.57736203713749,13.16261006534808,0.27179203281039144,2.573705931769895,3.9805249888446808,,17.3054256166153,31.138097983084233
13350,35.540383832544514,5.4698678781094605,19.859146309431885,8.453243312495614,4.067208072204953,23.590047364639442,13.129880960475518,0.2651306540161274,2.5093914562110693,3.944969425983091,,17.11302597617552,31.14904853929465
13400,35.4636387349778,5.356988391932307,19.860630267023907,8.27263530926871,3.986105812606877,23.602969592624895,13.105248358167389,0.25862532121644927,2.4466861993534446,3.911688899482061,,16.932648174035567,31.16015240879524
13450,35.39320615917917,5.247507184489089,19.8620509840604,8.095896151789699,3.9076499348173113,23.616098659415677,13.087991208167692,0.252273184222334,2.385548647054392,3.880498022750101,,16.763756224266864,31.171389437744224
13500,35.32865913109131,5.141313033218063,19.86341283375207,7.923023162070526,3.831820200540947,23.629413219671708,13.077350772310785,0.2460709145247512,2.3259418340859686,3.851222685937243,,16.605741012613855,31.182743968785612
13550,35.26960725042689,5.038302110299661,19.864728826513897,7.754162706699533,3.7584572389478925,23.6428807465719,13.072619459558924,0.24001735625857287,2.2678089017377863,3.823671130948325,,16.45804429477461,31.194197755201237
13600,35.21562946678348,4.9383956137484395,19.866003136554887,7.589282453557812,3.6873989493419495,23.656471411205096,13.073098923081554,0.23411076396654182,2.2111057424178613,3.7976645685214323,,16.320017087315154,31.20573025922531
13650,35.16629453003205,4.841471797566141,19.867228109356663,7.428252280760237,3.6186046953947364,23.670164886126642,13.078084696282387,0.22834798155975078,2.1557975344928972,3.773039398018988,,16.190961211971395,31.217319647999894
13700,35.12122668615178,4.747443248492942,19.868410840644806,7.271005898380383,3.551993118644946,23.68393889195337,13.086953601836266,0.2227262403294579,2.101850252391469,3.7496290275915314,,16.070258200510345,31.228950755812946
13750,35.08009062996841,4.656252599635454,19.86955251006569,7.117578926182088,3.487506573412716,23.6977713490136,13.099105974865983,0.2172423545983361,2.049236080636947,3.727306602519263,,15.957357422714402,31.240606631282603
13800,35.042579092446864,4.567851658691999,19.87065975168049,6.967908096623844,3.4251107476213356,23.71165100955413,13.114028913733629,0.21189245309202714,1.997924601979099,3.7059527459284647,,15.851726586120758,31.25228173572717
13850,35.00840709232557,4.482148119991268,19.871729656742577,6.821869143805621,3.3647855034010834,23.725569256438067,13.131314303929367,0.20667335279678964,1.9478706315197611,3.6854619737788554,,15.752871636717712,31.263966516408093
13900,34.97729759853829,4.399045754668831,19.872763858470616,6.679406436593458,3.3064473998392305,23.7395124254432,13.150541860290327,0.2015824300892008,1.899048151871311,3.6657488786235595,,15.660298401191573,31.2756518922044
13950,34.94903648817438,4.318521282173646,19.873769802646976,6.5404892381970265,3.250016369340457,23.75347303707048,13.17139157329005,0.19661775374353993,1.8514305006177878,3.6467386255566634,,15.573621144027369,31.287337309429955
14000,34.92339800305042,4.240474237943559,19.874739462021193,6.4050253414665645,3.1954808451688965,23.76744979589294,13.193554381893609,0.19177568359191283,1.8049850560630072,3.628373490037565,,15.49242865436552,31.2990156789133
14050,34.90020515157405,4.16486015794945,19.875678693940426,6.272988838009072,3.142775473843015,23.78143514105692,13.216797841197726,0.18705216392212184,1.759689072663098,3.610586186934762,,15.41639977609184,31.310684080129434
14100,34.87928432396032,4.091609203926787,19.876591154881588,6.1443517004425985,3.091808447546997,23.79542843681981,13.240895445968608,0.18244542212850642,1.715499013282233,3.593333541590723,,15.34520229265843,31.322344126023758
14150,34.860468063074215,4.020681957489336,19.877480042218842,6.019019692129186,3.0425177710722706,23.809427833454425,13.265645592986456,0.1779529928241156,1.6723992398634617,3.57656702197138,,15.27851362997344,31.333995194282735
14200,34.843589582735795,3.9519945577220756,19.878344690889627,5.896897052825017,2.994842028844945,23.823428640038852,13.290866240506782,0.17357162906441456,1.6303530440555372,3.5602467608234254,,15.21600946555391,31.345634320496817
14250,35.041971302615025,4.67851947972773,19.90639949597537,7.033210967456573,3.1898155371353787,23.739220807486817,13.016481344445227,0.1922461558158957,1.9440712884726867,3.653727519675916,,15.757014544550026,31.299460784750487
14300,36.99760450363934,6.72564711159467,19.9016755463,10.502127302169434,5.480868974481651,23.60887085104564,14.091175566098187,0.20131611709768069,3.150428146845264,4.6120906775577595,,19.870638544869475,31.20866006138138
14350,37.89820483579666,6.4327576199236445,19.90042524077517,10.591514009756134,6.516421523460427,23.6746173051885,15.759300866307056,0.18104892197880032,3.350452874156861,4.9113475146178445,,21.427439944894584,31.25921859522304
14400,38.17981665604324,6.242772360778818,19.899090266016724,10.441125888161967,6.630763976460908,23.72242496601517,16.473420636189974,0.17742350258556652,3.300693013306294,4.971435588347241,,21.868546907392215,31.296406439849658
14450,38.11440497753287,6.094091020451039,19.899254388626627,10.229190133697246,6.592688086561146,23.74249891868469,16.527134696738653,0.17395920864072573,3.2225134486664393,4.9216296369755925,,21.730971019245406,31.312501742149227
14500,37.96875761174334,5.956209708924963,19.899478816328767,10.009489422873838,6.514140829256347,23.755327033660716,16.42497641591257,0.17030048208107437,3.144111765717543,4.850474232703887,,21.45935695823334,31.32287588198823
14550,37.801865747481926,5.825146393314183,19.899726986386117,9.790648041801042,6.424180989941599,23.765635275348576,16.27551400462957,0.16656282326159744,3.0671797811035852,4.773844126588461,,21.15024843522826,31.331263062933985
14600,37.63012275716847,5.699451941575214,19.90003114086793,9.57516412096008,6.329248021515942,23.774746602879823,16.10954460636246,0.16283760499202113,2.9919409165654542,4.696143995577536,,20.830499350372097,31.338736980512085
14650,37.459801806354875,5.578709660994113,19.90041300657407,9.363678591745206,6.230465787841435,23.78321587948826,15.939575542808534,0.1591337311282427,2.918443325796214,4.619206675287094,,20.510486668580143,31.345760287308146
14700,37.2943949030794,5.462527984916039,19.90086597990743,9.156479553596554,6.129746200354897,23.79134801801635,15.772439301858551,0.15546168307721375,2.846666890161654,4.5439567989561,,20.19625238412468,31.352564182592353
14750,37.135929163307665,5.350440893483537,19.90137051804795,8.953853480145021,6.028350290269694,23.799324358911463,15.612296314008224,0.15184701277823506,2.7765477094647157,4.470912476164294,,19.891535077230714,31.359274020511148
14800,36.98567858514025,5.242322117940727,19.901925698462495,8.75580060677657,5.92745915390022,23.807266364007784,15.461820560559495,0.14828967943759933,2.7080478809784303,4.400417763427558,,19.598862436345115,31.36598494555085
14850,36.84410694609989,5.137961069451636,19.90251001911892,8.562274871716827,5.827377392473426,23.81523102222329,15.322388668785948,0.14480126525448533,2.641107320947365,4.332614792914869,,19.319417182701596,31.372732370266704
14900,36.711355402974725,5.037282455498453,19.90313502979503,8.37344748025044,5.727790894243403,23.823243660009933,15.194718036585671,0.14138231693538691,2.5756857351965823,4.267536183621912,,19.053811844429703,31.379545403345027
14950,36.58748989147567,4.939987235565032,19.903794236826737,8.1892561780373,5.629018379553898,23.831319496708556,15.079347630246575,0.13803246731393082,2.5117356492174743,4.205207502712123,,18.80256308900941,31.386430791707657
15000,36.472493385041545,4.845824985512822,19.904471897254858,8.00967769274706,5.531751611877831,23.839466505660145,14.976468094837154,0.1347686775732623,2.449219887381862,4.145592751645895,,18.56604036124277,31.39338973456998
15050,36.36625424312915,4.754818922093284,19.90516892661153,7.834638855629539,5.4359224979455965,23.847691759430585,14.886214283241047,0.13156753958271994,2.3881619407121786,4.088663581580056,,18.34441996225073,31.400425218848323
15100,36.26835054225632,4.6667801800813775,19.905873288589106,7.663969930290089,5.341291218082939,23.855981412050724,14.808200286702506,0.128424747904253,2.328557316562778,4.034287855503083,,18.137287667836606,31.40751577425579
15150,36.178448632232524,4.581524456403903,19.906572649597113,7.497688670950065,5.248545065751395,23.864331144744323,14.741772508657942,0.1253450356210872,2.27037121191085,3.9823522222664827,,17.944353481373646,31.414651415710484
15200,36.09608120537085,4.4988552636957575,19.90726291686488,7.335961321276073,5.15732407313901,23.872721990222868,14.686245936886262,0.12234331942172247,2.2135492248010302,3.9327471006433945,,17.76504028701985,31.421814428598616
15250,36.02070712332812,4.4187924648631975,19.90794501724939,7.1784310902883055,5.06768158114262,23.881138481417963,14.64076702370212,0.11940929585659657,2.158071428757185,3.8853192145324367,,17.59856949731531,31.42899446868679
15300,35.95235695238302,4.341371528025678,19.90863042981359,7.024980197462253,4.980285872355673,23.889579272752155,14.60545702118672,0.11653738696388288,2.103914407157174,3.8400383499574544,,17.445269343088086,31.43619805222436
15350,36.80453574086952,6.589264112365017,19.886145303401012,8.123142763639784,6.026276452045997,23.7279973191231,14.975705891966527,0.42615911073974677,3.236552665443894,3.930484679101579,,19.32603574067137,31.322167767433257
15400,37.532522027874776,7.321154716905351,19.868151967260967,8.673324760809923,7.181182268439072,23.6907328022623,15.523726306908854,0.48050931905254973,3.76557464207839,4.111466752885294,,20.722439341697186,31.29330147975101
15450,37.8808316120796,7.2944790713029155,19.885291978393322,8.674169143316037,7.651219527611012,23.729324721496017,15.942182326484248,0.44841813893604276,4.017664453585589,4.354771577309872,,21.284637339097966,31.335628555460726
15500,38.12119901695058,7.3315195478497515,19.90972953314949,8.772970960597755,8.415161224629232,23.70460850097639,15.953575038112692,0.41702037287406274,4.208276019097955,4.581357210339422,,21.709769130904327,31.335470935870536
15550,38.36881102118001,7.1544695857013005,19.920691777224665,8.71385714618491,8.308010634375798,23.772771574042363,16.584481884683807,0.4060413295714269,4.124695681285454,4.671533416187541,,22.056969384366322,31.395155052271217
15600,38.27398978444734,6.98702710633168,19.923384332128343,8.556892999280944,8.13676096002397,23.799624732346,16.59761190904364,0.39624028459671046,4.024034529696388,4.632330679572291,,21.859314488951362,31.417648926886628
15650,38.117828412114115,6.829526736260538,19.925189209247158,8.387526348113852,7.961373205929262,23.817955181147955,16.48716780903725,0.38674493848137415,3.924383135661107,4.572432045198201,,21.562377029537142,31.43298808085962
15700,37.94733324747806,6.678686260684122,19.92666490925756,8.217188303960988,7.789753863501102,23.833298829823107,16.33996833271875,0.37748521361744714,3.826987865740224,4.5068611812503345,,21.240529999713225,31.445826208360888
15750,37.77469253456116,6.5334722986386,19.927968026211786,8.04861342358586,7.6198361564184225,23.847149139845627,16.18064801158971,0.3684575506387874,3.7319775015624947,4.439801329457497,,20.913090043018038,31.457432522907062
15800,37.60569224351982,6.3933430181386015,19.92917957891588,7.882823066427335,7.453988942143962,23.860189362871953,16.019815997683203,0.3596342671781091,3.639316808893483,4.372996702320518,,20.589515561905227,31.468395860615285
15850,37.44235186673222,6.25781477157388,19.93032765676047,7.720277753405752,7.290600899067943,23.872749311521506,15.862470718634421,0.3510117946277822,3.5489511453946387,4.307151788497028,,20.273217159801664,31.478983136431026
15900,37.28649982320128,6.1263943915357295,19.931390435893377,7.561287230407309,7.131937446114771,23.884994275490694,15.711914319422956,0.34259293719567513,3.4607839988393168,4.242739783743815,,19.967629565144858,31.489313085787416
15950,37.139185909017385,5.999075992941195,19.932426650381398,7.406299406541021,6.978908963308445,23.897040466278433,15.570096408457415,0.33437596488801374,3.3747487877970124,4.180067217512261,,19.674862234827785,31.499506758441516
16000,37.00039752283387,5.8756471138888315,19.933434359950567,7.255095304802733,6.831955897711485,23.908928920643366,15.437388201066025,0.3263620625637786,3.290731080160166,4.119113174904909,,19.39521728792642,31.50960112730485
16050,36.86983635191576,5.755953577993149,19.934408128199333,7.107312959563337,6.688560270344196,23.920708188131353,15.314733516765845,0.3185389993606017,3.2087443023557403,4.060002168092245,,19.128449554512766,31.519632774788306
16100,36.7481133283089,5.639840981584487,19.935355946027748,6.963073253778903,6.549775875461867,23.932437719353203,15.203400968816306,0.3109006760950678,3.128712170240571,4.002896670867806,,18.876053325909744,31.529643893130885
16150,36.63552798225225,5.5273027303170785,19.936288392375772,6.822381427244059,6.416091366795695,23.944158841695526,15.104198829818403,0.30344539709635776,3.0506276805569748,3.9479298568404015,,18.638965394830333,31.539671519353284
16200,36.53194311735473,5.4183873666077575,19.937212923198498,6.685076675905109,6.286825144549864,23.95589441334201,15.01749466307335,0.2961703927401615,2.974426393676202,3.895139817469766,,18.417311592744287,31.549730610980003
16250,36.437030341972,5.312937822747873,19.938123520805643,6.551076422256321,6.161684904534373,23.96764367467244,14.943103704143796,0.2890689213233683,2.9000675118373405,3.8444629151728034,,18.210867235094597,31.559808216900592
16300,36.350383112820744,5.210887535530034,19.93902798523368,6.4203417310834014,6.040763021280927,23.979390178353803,14.880399011390748,0.2821237935987346,2.8275986408388727,3.79581674337488,,18.01922802906193,31.569887134507024
16350,36.27153631461861,5.112231842061815,19.939930870719433,6.292733761992513,5.923517314075395,23.991125180910853,14.828873774875918,0.2753365056237774,2.7569449800300627,3.7491189399090468,,17.84182566582396,31.57995572405132
16400,36.20007676108503,5.016880451571409,19.940829704914403,6.16824491506174,5.81001599717474,24.002838224077628,14.787853813528638,0.26870434926875203,2.6880599216247214,3.704256485717993,,17.678163539158437,31.589999863741962
16450,36.13559099962528,4.9247531767033665,19.941723090865317,6.046678128019169,5.700519311466529,24.014528315572303,14.756613346919382,0.262219414253095,2.6209075526588426,3.6611560050115037,,17.527682204049775,31.60002046591167
16500,36.07762225468488,4.835669776380589,19.942600952478617,5.928090555174733,5.595160593277651,24.026188994536554,14.734313155653178,0.2558801287321883,2.5554241032547713,3.619710508175253,,17.389725100960955,31.610002981093547
16550,36.02563482231378,4.749571344994694,19.943458889192346,5.812441194999968,5.493844563703784,24.03779705006115,14.72000738614483,0.24968750208087964,2.4915522959193086,3.579818714551631,,17.263440250257094,31.61993034585166
16600,35.97911920029098,4.666341437003611,19.944302791897016,5.699839242476083,5.396461738891401,24.04932510033573,14.712757431208518,0.2436364641654293,2.429248224439349,3.5413586099063417,,17.14798690038214,31.62978918192579
16650,35.937527398958984,4.585906685636918,19.94513478929665,5.590282259048993,5.303108319789427,24.060757180122295,14.71146853526259,0.23772891643590952,2.368450476988494,3.5041839030799817,,17.042422175681104,31.639559445997048
16700,35.900362694696966,4.508214648573608,19.945960821796074,5.483616961834602,5.213570161305068,24.072077516068017,14.715302609701912,0.23196087622950903,2.309112022317938,3.4682083794344725,,16.94585422864496,31.649234841814188
16750,35.86707888005328,4.4331560568175234,19.94677707354326,5.379748007623633,5.127331222871967,24.083272581476272,14.723395109210594,0.2263283393489071,2.251185493165866,3.4333515156798233,,16.857260737752913,31.65880774456578
16800,35.837274160896555,4.360709958916092,19.947584447939516,5.278797007697487,5.043819927802049,24.094329672269033,14.735116205513545,0.220826117761192,2.1946401982117916,3.39954461617464,,16.7759052296239,31.66826839298198
16850,35.81065354452782,4.290806601869962,19.948390166148812,5.180772993259908,4.962756306534436,24.105243253099403,14.750023933358976,0.21545134745423036,2.1394323712096823,3.3667058566281582,,16.70124190222018,31.677617116975952
16900,35.78682590812512,4.223305798714242,19.949185463016274,5.085341899206934,4.883919702808092,24.11600835523836,14.767565809883962,0.21020803938694596,2.0855112459774854,3.334789147723357,,16.63251350058865,31.686849058105967
16950,35.76555013450219,4.158103544023709,19.949963843114595,4.992377282556315,4.807197614459623,24.126622557802563,14.787408015400166,0.2050920527249618,2.0328728394554196,3.3037444772956457,,16.56927066987666,31.69595945687643
17000,35.74675457771792,4.095107195978728,19.950729123309486,4.901974546457422,4.732733211102477,24.13708953571467,14.80943175025284,0.2000967905861685,1.9814917990715286,3.2735517017282776,,16.51140563676544,31.704951454588088
17050,35.73041498165542,4.034356357773645,19.951485784099912,4.814226829228726,4.660580863576275,24.147412107436832,14.833627328013176,0.19521998880481958,1.9313231613839028,3.244196881658718,,16.45889878238166,31.713833032804807
17100,35.71637415062126,3.9757887256720523,19.952235082913663,4.729010430434887,4.5907721536808435,24.157592470779758,14.85977379080521,0.190458979802361,1.8823640704139404,3.215641901582311,,16.41145071696,31.72260499757167
17150,35.70449937289646,3.919261103493798,19.95297079838941,4.646296173897701,4.523572059650676,24.167633858106548,14.887636371278036,0.1858117265048168,1.8345890029689655,3.1878466157540224,,16.368817384498353,31.731263651202223
17200,35.69462637810252,3.864737758019942,19.95369347671795,4.566044152494805,4.459098301966443,24.177530494620868,14.916930110660651,0.18127581383278843,1.7880061016848325,3.160750325020801,,16.330680518616475,31.739805072987018
17250,35.68647475654557,3.812079315143376,19.95439662377718,4.488056698630066,4.3967170425559035,24.187276786003245,14.9473973826801,0.1768498905493937,1.7425802010269447,3.1343109392510446,,16.29647085585374,31.74822070910233
17300,35.67997353271465,3.7612407745058745,19.955086232540086,4.41258829931242,4.336409949169377,24.196880856643094,14.978881702174204,0.17253325341432896,1.6982801842735438,3.1085144829447073,,16.266035660471875,31.756520514493946
17350,35.67500797012288,3.712202949821264,19.955767288889497,4.339348905907456,4.278547480192998,24.206349614894787,15.011168266081556,0.16832155757709713,1.6550556586242702,3.083358818053866,,16.23912818226662,31.764711702583497
17400,35.67149700552883,3.6649356171572354,19.95644366455059,4.268596302955532,4.222845379644313,24.21568098321261,15.044172419729788,0.16421407266984706,1.6129009233045284,3.0587937782451147,,16.215590626153027,31.77279212251372
17450,35.66916086962274,3.619260551670332,19.95710771278686,4.200093451243854,4.168840971530171,24.22486711730952,15.077591716654094,0.16020926741758917,1.5717647444160385,3.0347572638856466,,16.194836027954327,31.780753974232564
17500,37.71075518239403,7.667004304645028,19.970689389055774,8.956815138629194,7.732034703603501,23.92706341618073,15.102017869411092,0.3787313357854484,3.300083358680355,3.587683599576628,,20.6032961974231,31.58488946043201
17550,38.22014362763706,7.953758466999554,19.992728102020887,9.34562990854943,8.728660548307738,23.95044067324699,15.27857217839779,0.37918927460006857,3.5201175071602995,3.832000368726789,,21.469353523086724,31.620345320978537
17600,38.49967060670304,8.010605122594331,20.00953398561003,9.302259964933896,8.86477459227721,24.010554739268702,15.666170606278381,0.3494947954915922,3.7235946650857112,4.078502035276097,,21.87729726110182,31.67978063961335
17650,38.72507722501038,7.827802401095743,20.00959522368965,9.209550360234994,8.822747515161621,24.096163061351383,16.179393129615804,0.3395178536829707,3.7411343014341987,4.336741694669808,,22.176184676104693,31.74662878628717
17700,38.86481697791377,7.641543614071387,20.01357765381365,9.068675948193754,8.724330552269759,24.159269288139516,16.629322913304925,0.33526728774642806,3.6463659300144853,4.423757524494502,,22.345325886115383,31.798748556665497
17750,38.75885732986307,7.470082458882217,20.015772742767048,8.895388801971007,8.568676628374575,24.186082539202452,16.62053012907717,0.32833526850261213,3.551896846607909,4.396951712497912,,22.128266662045124,31.82120104663088
17800,38.59313731272324,7.306480484959682,20.017304481905217,8.714854763478405,8.399933587285593,24.203626691259355,16.49429855784801,0.32106199310611855,3.4610728031686704,4.345802382007289,,21.815233033741727,31.83592083358442
17850,38.41526167632861,7.148403031051522,20.018678127732294,8.535291396312271,8.234626963554126,24.21804871838673,16.335330427577468,0.3138106196671692,3.3732661477337063,4.288426730527085,,21.480944971085705,31.84809778950682
17900,38.237281610051944,6.995194370152581,20.01991124853419,8.358483839642776,8.073870670728349,24.23104730311366,16.16700890231005,0.3066582332904188,3.2879534513476454,4.2294168773510545,,21.144471154136287,31.85908103725397
17950,38.063716154864295,6.846640612135245,20.021069845638724,8.185192060857382,7.915419801618201,24.243262758585733,15.999501106293991,0.2996164662080657,3.204957509890675,4.1706324309702545,,20.813143130454723,31.8694141858504
18000,37.89677649795774,6.702762375427664,20.022176942671674,8.015912280568081,7.75937328877005,24.254988544747732,15.837379757831293,0.2926982767898247,3.1241491990903434,4.1128220272458575,,20.490821105787305,31.879333734361246
18050,37.73724899368639,6.563378771957223,20.023229936584848,7.850812391040164,7.606088980605063,24.266347914475382,15.682460838263774,0.2859237486934226,3.0453383945444736,4.056276797307171,,20.179093662215898,31.888934453553052
18100,37.58534967193146,6.428625478441904,20.024247312612687,7.689731253999441,7.456147570347642,24.27739627941676,15.535254880860185,0.27929204967734883,2.968515241993176,4.001062299063224,,19.878615326807445,31.898262690155626
18150,37.441299809888356,6.2984543324297855,20.025225595445544,7.532514255665732,7.3101733110622655,24.28819220782896,15.396380394492471,0.27279966445381104,2.893655929531141,3.947260468526015,,19.59005750196009,31.907374986417224
18200,37.305402864044225,6.17269929427401,20.026194046415135,7.378887005979478,7.1678928645366105,24.298801294620166,15.26713543211955,0.26644744719674024,2.8207199510294956,3.8950138356082245,,19.314243153409354,31.916345252231174
18250,37.17794180460897,6.050994861394086,20.027137294254565,7.228897506642463,7.029693092454426,24.3092902374585,15.148448600456133,0.26023696793379136,2.749660000695126,3.844425240156113,,19.052026067463313,31.92521980427996
18300,37.05910527474162,5.933122168051121,20.02805997029409,7.082595719015872,6.895799690773059,24.319698619652186,15.041068487910342,0.2541681170068813,2.680420589252478,3.795550718889747,,18.80412461564508,31.934028577736203
18350,37.80837148236823,7.605261676690744,19.931745110604275,8.425384782122602,8.108177992586663,24.163393635813406,14.896284247203985,0.48189445695121574,3.9605909654175555,3.992674204298874,,20.47972055529572,31.781346732411333
18400,38.13093864119263,7.856414256781968,19.89457119344915,8.70599541613113,8.472643856163137,24.147110294744202,15.167541720604547,0.5028922058814166,4.249009575170992,4.1745638383532215,,21.116746859715132,31.749826514819073
18450,38.30781890663463,7.918729471238592,19.936697637724148,8.645281919301288,8.578874005419031,24.174886677415586,15.395388863327028,0.4622100597891787,4.379171787522939,4.258978020466458,,21.366578952820507,31.795570339850816
18500,38.36863689195841,8.07764357946279,19.963160506378607,8.570278048878684,8.527508521621792,24.17260121645273,15.445481467727781,0.4171876800656687,4.538186516843539,4.308293927255112,,21.450132135497313,31.812641014487582
18550,38.445787386547586,7.990401206976529,19.972243054590532,8.453629774995239,8.475227947778981,24.21745424504832,15.651826302133504,0.39316277701494085,4.548442604306347,4.443034408482959,,21.528691707960757,31.85269221141603
18600,38.59272459119268,7.81989300157465,19.981124858637934,8.337082138413518,8.337859376722648,24.288946182265043,16.107819862645595,0.38245073385211703,4.450239669698823,4.53980259223294,,21.700173411054955,31.913960351259945
18650,38.641409246921334,7.666896812352206,19.987981494493663,8.224019638282025,8.185684258456202,24.34072657968299,16.36618158390093,0.373057699442526,4.343455819362998,4.570582159486692,,21.720496166172495,31.95901367194149
18700,38.61126866672365,7.518130257071256,19.99274040914199,8.108080489395876,8.020248023786833,24.377967810267833,16.473116154742105,0.36416732758088327,4.236353833274335,4.561204532736099,,21.618783388125518,31.991534393824
18750,38.53236450496765,7.3710956446536855,19.996078452772167,7.982493980283814,7.8504385534091075,24.406321186037022,16.48749988476061,0.3554861199356467,4.131025138862293,4.529835412038666,,21.440823554443956,32.01615529152262
18800,38.428935042847506,7.22749021348298,19.99862558757528,7.850616952484999,7.681574882121901,24.429717281614938,16.45196926154498,0.34696045779381524,4.028151332882318,4.4875233016395795,,21.22393964007485,32.036345526321384
18850,38.3154766125532,7.08764330614769,20.000790927444644,7.716013121304479,7.516509326701993,24.450257612845057,16.39219583395883,0.33861023805897816,3.927783494839193,4.439969602716092,,20.99081939304007,32.05403639568477
18900,38.20014996003161,6.951815372123546,20.002744812043122,7.581280333175953,7.356038081944957,24.469166251479503,16.32283249621905,0.3304343204738164,3.8299383834847296,4.390243686660418,,20.754428442714353,32.07031582297175
18950,38.087144610872876,6.819829974781153,20.004534941224307,7.447872103942008,7.20000218774435,24.48705491245614,16.251981643339995,0.32244328599316846,3.7345696474608503,4.339874351203427,,20.521668972743427,32.08569287365761
19000,37.978627806734785,6.691365086881003,20.006212521928262,7.316593823995003,7.048821135015446,24.50422580159156,16.183849074940323,0.31464872561495466,3.6415591901383673,4.289618763199429,,20.296244332008847,32.10044604203947
19050,37.87581979576045,6.566853514343695,20.00781186925017,7.18766921376538,6.902562854392473,24.52085491902421,16.120834877283844,0.3070410648796023,3.5508529125767487,4.239951405222886,,20.08036716738138,32.114740846285386
19100,37.77953284716885,6.446497607903024,20.009353467633787,7.061064533415494,6.761342202343716,24.537085523726645,16.064704850217417,0.29961080361419173,3.4623621915068097,4.191197600275696,,19.875599723471698,32.12870426554177
19150,37.69038664147748,6.330030428926667,20.010860552259636,6.937479557450099,6.62473470187614,24.553026848345347,16.016935050450897,0.29235519866390103,3.37602454377911,4.14359002826668,,19.683233429818596,32.142426276361526
19200,37.608494474196974,6.2175029625580605,20.012322872408358,6.816613779859332,6.492746263005753,24.56873121153236,15.978091470310902,0.285264578291369,3.2918013557312515,4.097215749000319,,19.503703950040215,32.15593862484643
19250,37.53371981949891,6.109057306472264,20.01376251013729,6.69886123873743,6.365176914226678,24.58420603015601,15.947947921700887,0.2783321354895429,3.2096602865469235,4.052038558345423,,19.336946872295677,32.16928051956805
19300,37.46555246952922,6.0045463761818025,20.01517884194652,6.584592427351298,6.2414848036691115,24.599436704911362,15.925721342221083,0.2715502503692644,3.129576255404409,4.007966698162289,,19.182237001200683,32.18243939599381
19350,37.40345516678289,5.903749830479569,20.016550763772365,6.4730094957767035,6.1218447085434775,24.614435089660706,15.910754607579591,0.26492190217114564,3.0514733568154924,3.9649536035994974,,19.03876083066219,32.19540408888171
19400,37.34723401658626,5.806778444582785,20.017889118633985,6.363701434410802,6.0063384072083394,24.6292129232991,15.90286542821565,0.25843943954751997,2.9753245034067706,3.9229996326035246,,18.906300182959097,32.20819308936002
19450,37.29667963794677,5.713363546615401,20.01919441959064,6.256703118487705,5.894911444514973,24.6437832137475,15.901842478876548,0.2520962282294259,2.901106217038171,3.8821017295907763,,18.78460018932204,32.22081792479755
19500,37.25155396254938,5.6232939666831765,20.02046237766974,6.151852546148758,5.78730552811786,24.6581646683392,15.907525805739482,0.24589459563058566,2.828751550707567,3.8422606872742313,,18.673331169186973,32.23328986731883
19550,37.21157405999002,5.536412263266886,20.021697968407498,6.049107284768675,5.683468069671668,24.67236300651808,15.919501796428538,0.23983316649998362,2.7582275222884034,3.803434330859698,,18.572073381248355,32.245609535929816
19600,37.17632560640009,5.452521412212549,20.02290014885596,5.948462180549591,5.582902249997592,24.686376207977634,15.937212968099262,0.23391275633045125,2.689469255265405,3.7656046128054634,,18.480142506726057,32.25776679381534
19650,37.145526901258904,5.3716083349794275,20.02406955013561,5.850049507662529,5.485856863287509,24.700216239560415,15.960002327738549,0.22813299535056408,2.62242681253431,3.7287267155623436,,18.397061393246474,32.26977379631393
19700,37.11873880339651,5.2933827728477025,20.025208311341544,5.754088723828951,5.392098243883771,24.713872994370057,15.987103456781723,0.22248729669323103,2.5570951177172607,3.6927509245739474,,18.322054505828497,32.28162153672309
19750,37.09551909583698,5.217737669370759,20.026321002926583,5.6602143501937086,5.301208026014844,24.72735021932665,16.017925788627856,0.2169752137451501,2.493409597808438,3.657652192419068,,18.254293451452085,32.29331676334717
19800,37.07564700652773,5.144664340688193,20.02741369600012,5.568753331727689,5.213378258540058,24.74065841365877,16.051886145424,0.21159779078080457,2.431312992564662,3.6234127321413103,,18.19337715344021,32.30487004625353
19850,37.05874996333564,5.074061948871656,20.028482913926908,5.479613322623014,5.128587920854224,24.753790800755667,16.088349035385892,0.20635532905184206,2.3707476027651855,3.589983246946697,,18.138622407799758,32.31627029829238
19900,37.04453598965857,5.005915491459752,20.029532029050007,5.392601880757645,5.046561366641444,24.766755619203142,16.126903043206028,0.20123883138465423,2.3117154727383937,3.557338281166143,,18.089462579916887,32.32752681939798
19950,37.0328549665313,4.9402264709325205,20.030562277339865,5.307891263100331,4.967037470237656,24.779562057403748,16.167324160090406,0.1962474943426425,2.2541706429181114,3.525485601929305,,18.045609279151787,32.33865075596589
20000,37.02345109114786,4.877023111048966,20.0315710439456,5.225434974833564,4.889929816069555,24.79221692341122,16.209170268916374,0.1913788817703325,2.198059891055702,3.4944011728358144,,18.006563509418324,32.34964607657868
