step,parameter_norm_total,parameter_norm_blocks.0.attention,parameter_norm_blocks.0.layer_norm,parameter_norm_blocks.0.mlp,parameter_norm_blocks.1.attention,parameter_norm_blocks.1.layer_norm,parameter_norm_blocks.1.mlp,parameter_norm_position_embedding,parameter_norm_token_embedding,parameter_norm_unembedding,parameter_norm_final_norm,parameter_group_norm_decay,parameter_group_norm_no_decay
1000,79.87170274716377,11.3897440884361,17.879474431850173,12.850671730131774,14.146297772250197,19.08529433599608,22.207391226211385,9.802988640066637,67.40340708276504,8.251967110176066,,75.41898197075686,26.295742207169912
1050,78.21899819869304,11.176689710594852,17.902779204495765,12.612864629216908,13.919433221107624,19.126484294227307,21.980788084111044,9.556142910819556,65.67570860955016,8.145722360172202,,73.64987817156225,26.34211693317727
1100,76.61051549186146,10.968011071256893,17.92536473174825,12.380438992205214,13.697103406289687,19.166363424387757,21.75446050843323,9.31548839474773,63.98940171332156,8.039981986970622,,71.92284383490525,26.38703504807956
1150,75.04532342363643,10.763507318743452,17.947240753474674,12.153215025246997,13.479303351411602,19.20499627139941,21.528667134332558,9.08088187637325,62.34349628767843,7.934887372567395,,70.236931092767,26.430551988713642
1200,73.52246073018522,10.563069555968108,17.96841335506243,11.931024454456104,13.265939917588062,19.24243683245257,21.303670784866842,8.852173019951543,60.73696688240334,7.830551132513227,,68.59116325731502,26.47271340134947
1250,72.04105036288324,10.366635656571546,17.988937524147683,11.713884809552527,13.056892122371245,19.278722829843034,21.07954441907718,8.629212273198911,59.168910885584715,7.727013224334086,,66.98464688491288,26.513581785398433
1300,70.60019635272673,10.174007044773317,18.00879298533972,11.501527562868517,12.852056085613967,19.313892643757985,20.856347260132697,8.411866251029508,57.638499089672806,7.624333267583722,,65.41648726789504,26.55317153510849
1350,69.1990492844035,9.985219006044774,18.02800677939748,11.29384812492368,12.651296911591405,19.347991107237224,20.634222565762645,8.199987272078506,56.1448439312314,7.522584908846152,,63.88582546509537,26.591534865604793
1400,70.07019410392564,11.860618615215754,17.726179457425218,14.311710475844064,13.661021875824002,19.07230126514708,21.076910086148928,7.8963122002285875,55.95527210867774,7.884083763219253,,64.99454477449817,26.182842689776212
1450,69.69804627841013,11.78015485205314,17.692004688544014,14.22898258445116,13.506454167354903,19.047578265622768,21.44284518231634,7.621529610657138,55.492258203790485,7.814476678960881,,64.60968167164987,26.142048299922322
1500,70.06492362700708,11.6184394601394,17.703220495789928,13.944504316863046,13.418068208035878,19.082649136369486,22.911321037477453,7.313220937736705,55.51911315322278,7.827921871077464,,64.99240504242353,26.17404840027416
1550,71.48520138418911,11.403249661653316,17.690925557034173,13.876716146098946,13.689409961054542,19.343912383829394,27.29342670689822,7.013471952176161,55.22903009616388,8.28343099453961,,66.4495380258902,26.355130678557554
1600,72.47971594628012,11.151799970511332,17.7319477079252,14.01375050771913,13.876851877890578,19.7190809378506,31.63202996568072,6.794103752178828,53.94676906252313,8.929231733875584,,67.39793907722637,26.66133964743589
1650,71.84937927976623,10.89368628318978,17.766360896534785,13.888364301492176,13.71549025693215,19.8739551395893,32.72317636749748,6.614069569679525,52.49607243726222,9.036154298520062,,66.66388795619555,26.800360920172416
1700,70.77558668925549,10.63891840499025,17.787857643230886,13.666594096126648,13.477084557666169,19.953534413722707,32.84135645346363,6.443947585883068,51.11153166280029,8.976093012638914,,65.47479609370465,26.874425532392607
1750,69.63280310654012,10.390723488589149,17.806334559610853,13.429812510629779,13.230530461335807,20.015724409763234,32.74983254274487,6.279081528376933,49.76755272704674,8.88092667153967,,64.21304366773832,26.933479006606497
1800,68.48532277614743,10.14913838123419,17.823896100929197,13.192539333726096,12.986189475017262,20.071009406845437,32.58098226653557,6.1185645015822265,48.456948838172565,8.773847284669436,,62.94404638576513,26.986783067637877
1850,67.354239666138,9.91404117879282,17.841147846755092,12.959862852715569,12.747374444134467,20.12274134540305,32.37860888641537,5.96209744543917,47.17689523825294,8.662571713721055,,61.68939001599016,27.03724764946704
1900,66.24788333702453,9.68562065261344,17.858541607025256,12.733523859251155,12.515163568531104,20.17235384861718,32.16182303214099,5.809491024136741,45.92499422304607,8.550400047232051,,60.45757135574711,27.08623474019153
1950,65.17003521493433,9.463542472533963,17.87607185910119,12.514132015748622,12.290066944280158,20.220600920162912,31.93956978684313,5.660583570323344,44.70019201456732,8.438807429677782,,59.25252965901405,27.134318103159316
2000,64.121711334343,9.24759409286718,17.893715409730756,12.30188525012429,12.072189364375403,20.2677673595516,31.715263158186765,5.515293648538297,43.50167314767802,8.328405514047637,,58.07538057448778,27.181685664675406
2050,63.10302700354309,9.037406043319823,17.911400784638897,12.096523547910051,11.861397790059664,20.313975644833846,31.490404597320296,5.373564280072994,42.32899281641027,8.219390326860932,,56.926333503302814,27.228378043516155
2100,62.11363618473782,8.832813872873594,17.92919187976807,11.898662349051289,11.657354676947387,20.35925088140346,31.265599068516288,5.23527295392052,41.18144424766795,8.111780270924198,,55.80508593443727,27.274460286869903
2150,61.15282595533682,8.633651092223271,17.947023284624088,11.707983980261972,11.45979718638544,20.40356144002269,31.04093990423945,5.100373776029155,40.058461029996806,8.005580778750918,,54.71100608471831,27.31984508597427
2200,60.21970858199877,8.439824945179042,17.96477670369471,11.523308133837833,11.26810651904279,20.446865102981654,30.81635145225246,4.968801743221305,38.95972188604231,7.9007512390048555,,53.64327939837553,27.36442722018271
2250,59.31333811476696,8.251078290795494,17.982349916501988,11.34425613962895,11.081961862750456,20.489110004269094,30.59107556477392,4.840524374411635,37.8851136430119,7.797102398160305,,52.601032499817805,27.408091109556985
2300,58.432866833275206,8.06729793084097,17.999790365506243,11.170805370098167,10.90109731067757,20.530315170345485,30.364786247388764,4.715479358516918,36.834083958927664,7.694529910099538,,51.5834112022576,27.450894613729425
2350,57.577576263229524,7.888543661623233,18.017103678239753,11.002700380525793,10.725021515790464,20.570444542165788,30.137691843201903,4.593568291874206,35.805978093371394,7.593026072865994,,50.58974527759112,27.492816536260122
2400,56.74648960066106,7.7146619604010125,18.03430072944164,10.839510341894325,10.553474836161923,20.609446981010745,29.909382533106477,4.474734988901677,34.80030644489908,7.4924097732722705,,49.61908237471842,27.533810965589957
2450,55.93850247462742,7.545275510713164,18.051270110933707,10.681168073888248,10.386628638721119,20.647302077873277,29.679043364453946,4.358886757073084,33.81658125702537,7.392520426350972,,48.67033783321938,27.573796878634482
2500,55.15274692277601,7.380199938798981,18.06790174256136,10.5267867594881,10.223717325973105,20.683936354679492,29.445848776381723,4.245985218439902,32.855276083999094,7.293191541030218,,47.742723506638214,27.612639230911505
2550,54.3883965096385,7.219448251264951,18.08424044644751,10.376307010668507,10.06456857009628,20.719373818907812,29.2098453100942,4.135969979080921,31.915522604047904,7.194432318507989,,46.8353917146822,27.650384406404456
2600,53.644537443953915,7.062952634139604,18.100302877598438,10.229489563130592,9.908779990208089,20.753577098293164,28.970538666661575,4.028769495700752,30.997009185196614,7.096134208028126,,45.94742178461743,27.687015529345846
2650,52.920411082190846,6.910441863196463,18.11602594042262,10.086093697378304,9.756273493104054,20.78656014015109,28.727792681628497,3.9243290403651256,30.099314653006633,6.998206350797804,,45.078075757324335,27.72249979935064
2700,52.215455565481676,6.761865917774279,18.13140987332559,9.945967172839515,9.60726352929678,20.818362390246037,28.481727414512786,3.8225764167516987,29.221860902239964,6.900646022204098,,44.22680203425221,27.75686909098099
2750,51.52861949653597,6.617070710579142,18.146431971605477,9.808769084828949,9.461104297342871,20.84891948603614,28.231384419022664,3.723466348761161,28.364722673575628,6.803334454230294,,43.392529083485094,27.790053021858167
2800,50.8595301822798,6.475951302507667,18.161070222443467,9.67396154344631,9.31754278606571,20.878242654313595,27.97680449079866,3.6269356259052596,27.528093432420903,6.706270352713616,,42.57494097636059,27.822045417647534
2850,50.20691736222399,6.3383504221644955,18.175298895729366,9.541454985994465,9.17674938579403,20.90635822380708,27.717373921528083,3.5329326372538254,26.710913015009005,6.609324023816938,,41.772638467269594,27.8528495220862
2900,49.56974423165793,6.204261732825014,18.189098509648513,9.411126555038717,9.038218810212905,20.933209235461003,27.452193071660496,3.4414060012555026,25.913103445867623,6.512320158869721,,40.9845218077992,27.882405121832964
2950,48.94817468313401,6.073589337704004,18.202468398015146,9.282396383926974,8.901751012173959,20.958846073271005,27.18216996766045,3.352279502195382,25.1348810598428,6.415433831673145,,40.21086569616695,27.910752135609417
3000,48.342103478438844,5.946197604064744,18.215423002115795,9.155206361628602,8.767422124073581,20.983374134645295,26.908252884558618,3.2655138521180453,24.37555006950663,6.3188201524126395,,39.4516006165224,27.937970175273975
3050,47.75145124950859,5.8220110912828655,18.22795611149256,9.029818126240333,8.635271739019855,21.006842376689246,26.631114575021172,3.1810487054166203,23.63467723126166,6.222590862804545,,38.706721249468366,27.964098886789632
3100,47.17603973258534,5.70077201904476,18.240017374726264,8.905800785862072,8.505533286060537,21.029311308272575,26.351207297007246,3.0988484651635337,22.912122050474093,6.12683005422293,,37.97612281316938,27.989155416509913
3150,46.615892211094604,5.582645660556611,18.251705585840977,8.783218498685082,8.378135406559203,21.050858684173477,26.069430781179793,3.018805012760743,22.207306691068062,6.0316755893005105,,37.25987985210672,28.013260432212498
3200,46.07067061936758,5.467556439078938,18.263070133121776,8.662175117156474,8.252877029437348,21.071540565284476,25.786064414002556,2.940833603110353,21.519744655826404,5.937228149772574,,36.557650151870305,28.03649241063719
3250,45.54022106615928,5.355395948334702,18.27405089519929,8.542317049580094,8.129573550375502,21.091379167666158,25.501447787584755,2.864867914264724,20.84957821444545,5.84353419094447,,35.869397802804805,28.05883169376088
3300,45.02439846486013,5.246083939638475,18.28466362385135,8.423742903324953,8.008303548982138,21.110438273322927,25.21624321021787,2.7908715503750843,20.196152734610116,5.750712245486469,,35.195043769036246,28.08033744843752
3350,44.52303426115954,5.139711508846195,18.294957594046366,8.306543960822326,7.888898701515442,21.128744945119177,24.93083112249818,2.7187560116645457,19.5591610670821,5.658838878159943,,34.534492292460335,28.101057309688265
3400,44.03586876168743,5.036181624318929,18.304960186462853,8.190832173439425,7.7713875388481455,21.14635349158552,24.645594001473924,2.6484969519595203,18.938017420193415,5.567965450176549,,33.88752280294482,28.121051471743606
3450,45.663833887490966,8.358819328979308,18.267298983575312,10.386695758702247,9.867944844199636,20.923971379984327,24.92761130089888,2.5571361872807143,19.346471593410254,6.0281486601172745,,36.10734555574085,27.95434353052651
3500,45.74886484121101,8.953147319080095,18.24246306357989,10.766501028079468,10.224540609148727,20.8807096225137,24.66274564695625,2.47550271143073,19.279274926564387,6.1220863360333695,,36.246986537763355,27.912624405286486
3550,45.32358582184516,8.930548608908891,18.280231128832472,10.515140051326632,9.986195681979611,20.889735406639627,24.214294960043333,2.3949837120567374,19.076160189344844,6.137153114497491,,35.68422185967536,27.943939271685206
3600,45.16033886431822,9.441705126303342,18.337313113153517,10.277734068381637,9.749313420279192,20.90121308652349,23.934723871753686,2.3076762115096052,18.97134079124495,6.197061599731664,,35.4408714665055,27.989298598476648
3650,45.26221708010146,10.417609805445824,18.427092709540723,10.036257077950706,9.502369470206776,20.905134986955368,23.816161137204045,2.208499427567502,19.001860600829275,6.275356355431708,,35.522460953918696,28.050366535636382
3700,45.40396946910166,10.912018770183693,18.498339710716497,9.800230951709889,9.244500864722593,20.90269147841319,23.852103396096265,2.0923200929538845,19.184159462575433,6.363903660160084,,35.66782854760122,28.09495417775298
3750,45.74550673168761,11.194230242487896,18.570900229919875,9.584955809114613,8.980982274392005,20.930139491563953,24.395088661528547,2.0053132449479616,19.214904153307927,6.596053882469965,,36.047895188550875,28.16381789839807
3800,45.959425578989986,11.343761473177734,18.62569446068645,9.401378334678398,8.737444431674279,20.96294357207914,24.638864004909,1.8859541229689716,19.36706850187644,6.8398642742581055,,36.2717988097343,28.224553329625543
3850,46.48999401659318,11.186793626011928,18.60862418571299,9.356167692629576,8.546525385644216,21.070672923448278,25.70571829758739,1.8054186658725246,19.20709412226445,7.237687204090651,,36.888374829141,28.294298827284376
3900,47.32189287395925,11.080638095999563,18.622206162813118,9.390845268365318,8.378832122840667,21.223246538838616,27.161328857187666,1.7274337544188125,18.987501534488725,7.728416316282381,,37.8390854392742,28.417690938811024
3950,47.832941898656316,10.870374446959772,18.63515793377149,9.37665337679054,8.223810745270283,21.37174213249469,28.24479646600752,1.6761088389734062,18.55443898202764,8.087462591078689,,38.38683977076,28.538410311266983
4000,47.90177581586631,10.662466093068936,18.651324520570316,9.308002559582686,8.060539427427548,21.470590557375065,28.68088018696163,1.6289919610214274,18.095899122964184,8.2288821954668,,38.408905022620026,28.62404830342607
4050,47.70686554582258,10.454408670049457,18.666052883985778,9.204909539916725,7.892040527030041,21.537171260732695,28.733980552085605,1.585021697187992,17.639156451004933,8.250493780092805,,38.12025488860762,28.684336970457945
4100,47.40013337261725,10.252081957786007,18.679832199260265,9.085384370512118,7.724693334419027,21.588819055504292,28.618130727043845,1.543079781638851,17.18973960739158,8.220308662425758,,37.69886543779779,28.73270242153909
4150,47.047618330725044,10.056778059423511,18.69316412174792,8.960426315513956,7.560762273495827,21.633025860201414,28.42482816320592,1.5025482013852038,16.749470469188488,8.16638100940469,,37.2218891333857,28.7751517795392
4200,46.67759936660636,9.868641603025683,18.70640833351246,8.834704465606437,7.400960137031599,21.673052749785516,28.193804391199507,1.4632592730588672,16.318092147835063,8.100567157067744,,36.72234195326914,28.814369403070074
4250,46.30462512495726,9.687664288614757,18.719699198910188,8.710723511886913,7.245192301361045,21.710532485205793,27.945512097490518,1.4250763155299748,15.895890030562773,8.028809710100749,,36.217373152405216,28.851693016221102
4300,45.93576326170436,9.51402566145638,18.73310180136707,8.590352959770705,7.093654672085431,21.746292297859554,27.68981606060535,1.3879328461575355,15.48266604985816,7.954119102508961,,35.7153888727162,28.887806149065877
4350,45.57452095753654,9.34730040817955,18.746597837711537,8.4739197687153,6.946438115030648,21.780790479385598,27.432269264720084,1.3517369049854695,15.078034890982709,7.878015398165111,,35.220653877580695,28.92304446189229
4400,45.22296686437504,9.188005150213307,18.760164945807475,8.36219825642585,6.803364852795825,21.814286544933932,27.1757482333058,1.3164440699579107,14.682065024567455,7.801341147688683,,34.7357899434724,28.957583273113872
4450,44.88144058848547,9.034403415903025,18.77376599905573,8.25566387801511,6.664443374105133,21.846912160173698,26.921488788025027,1.282073149535005,14.294469805360285,7.724537190054448,,34.261302974644444,28.99149578371855
4500,44.54987751006384,8.885707899097438,18.787329529876548,8.154053262983703,6.529564999126353,21.878739936127765,26.670138752403496,1.2486172283817882,13.914903536304406,7.647815313095057,,33.7972284247992,29.024798655005974
4550,44.228527914969156,8.742338498403285,18.80079859626408,8.057613523172561,6.398713254181756,21.909790216245455,26.42220536687545,1.2160508269997778,13.54328474885163,7.571282525282709,,33.344054041112635,29.057473077137427
4600,43.91709103223336,8.603862398291723,18.81415289280558,7.965917037952543,6.271932421652831,21.940110855183377,26.177617853414645,1.1843285907908456,13.1797375670953,7.494988963829788,,32.901512569422906,29.089540308804786
4650,43.614939483857775,8.468726363352696,18.827317108996937,7.878785439368156,6.148980389540293,21.969725234423628,25.93629074302061,1.1534517738109635,12.824209611380505,7.418876132963308,,32.46894801626478,29.120960851209404
4700,43.32178617377312,8.33747966212855,18.840308192651776,7.795748169365578,6.029747384176738,21.998589149803976,25.698053485869256,1.1233872778247007,12.476657929902832,7.342885312886375,,32.046145770131226,29.151701469478944
4750,43.03741095118684,8.210603143419625,18.853109710058682,7.71687992742898,5.914049185194022,22.026728666381175,25.46289799098818,1.0941299904731099,12.136587716516951,7.266976428008723,,31.63294383737533,29.181768376210428
4800,42.76120520031862,8.087607689043068,18.865776813135888,7.640928460628657,5.801910348066989,22.0541372782277,25.230483413311543,1.0656258900692062,11.80411135695656,7.19116944871012,,31.22862840585887,29.2111868651813
4850,42.492801089204946,7.968458215274348,18.878270466553737,7.568233723314269,5.693173133988251,22.080830457911528,25.00037781389395,1.0378440623120406,11.479342302275132,7.115332438233471,,30.832820693479658,29.23996088387379
4900,42.23147875154463,7.8535132360511035,18.890470789610692,7.49925915522438,5.587493937552058,22.1067370490144,24.771739598999034,1.0107804798024662,11.162108902379059,7.039176536996396,,30.444785030825326,29.267949398087307
4950,41.976237881679126,7.7412051265035196,18.902372738603823,7.433547647267043,5.4847292075707665,22.131820826458785,24.543985956906468,0.9844400587491393,10.852082477711479,6.962553666249743,,30.063276149249205,29.29511860145471
5000,41.72637477658027,7.631277702282354,18.913975686261423,7.370212655490897,5.38492060710232,22.15610998884938,24.31636240765937,0.9588126344822034,10.549424779047241,6.88546994898688,,29.687388035553308,29.321482630012436
5050,41.48138418248321,7.52294416843414,18.92534059844775,7.309488205645525,5.287852119895929,22.17958658884665,24.08855924824355,0.9338925254583939,10.25377270195528,6.807883100863367,,29.31645686629956,29.3470712423091
5100,41.241247397145074,7.417322405212759,18.936480062337694,7.251200859963285,5.193397746228117,22.20223258204416,23.86055965543956,0.9096602303754873,9.964881175286466,6.7298192194146695,,28.950535792010687,29.37187369283808
5150,41.00606545923283,7.314134128087107,18.94734621243014,7.195659515751177,5.101423149848099,22.224079053318327,23.63272442066595,0.886055975408862,9.682731416642168,6.65140193488947,,28.589845657933516,29.395886271763054
5200,40.775335363698346,7.212992646308268,18.95790836035367,7.141589835025345,5.01183715230954,22.245149400232435,23.40491061764129,0.8630749979244704,9.40731095900965,6.572571331207561,,28.23375342212055,29.419094848770662
5250,40.548048593503005,7.1127761979175945,18.968144084075053,7.088061200903024,4.924780431372577,22.265428965545706,23.176218732316404,0.8406769971490237,9.138545862361894,6.493219200076857,,27.88087415115096,29.44148605809094
5300,40.324361164599125,7.014122994569501,18.978071947369028,7.035221178346823,4.84006099076307,22.284942612567235,22.946800450896774,0.8188929633047655,8.876454912663489,6.4134299721296255,,27.53144645075507,29.463088087677363
5350,40.1041851578941,6.916365115560988,18.987654756395766,6.9824801381615575,4.757457313699029,22.303717913671377,22.717071660194957,0.7976871069971512,8.620983592247665,6.333344948903829,,27.185410218726002,29.483879297308246
5400,39.887857411895396,6.819363372702762,18.99694981135778,6.9306229147199945,4.6771173432715365,22.32181072312619,22.487575828050826,0.7770386655545267,8.371749979993343,6.253007431790401,,26.84320720757891,29.503955594507698
5450,39.67484249373143,6.722623499952373,19.005939886098176,6.8788805624153495,4.598807540310245,22.33921807907694,22.257937894445103,0.756935186623198,8.12880787130165,6.172418380076042,,26.50411236008366,29.523298509930388
5500,39.46515080175573,6.627369995572821,19.014627538731656,6.826461685852501,4.522706094031729,22.355962043092752,22.028193421725636,0.7373881745438501,7.891923259469429,6.091637415222117,,26.16815414267,29.54193352796638
5550,39.25846011589968,6.532690632521527,19.023028872991006,6.774242777931693,4.448712680818273,22.372046653539183,21.797983251508057,0.718371972634245,7.660964637035841,6.010542718908946,,25.83488100292038,29.559864922503106
5600,39.054342905886365,6.4387133845842275,19.03118122482923,6.721946744641726,4.376809655776124,22.387459192890102,21.56675469000841,0.6998466587439403,7.4357877438787146,5.929065563700097,,25.503648636887153,29.57711287493695
5650,38.85214654866011,6.3451806995433735,19.038994389520973,6.669722392787579,4.3067865693856096,22.402178787025083,21.333707179748465,0.6818800440310663,7.216167118076413,5.847080802063333,,25.17353875954447,29.593618193121873
5700,38.65188198547169,6.252005966026704,19.046490974543634,6.615757269834773,4.2385650725918875,22.41624409234588,21.099404017453782,0.6644217843944604,7.0022626552477,5.764713188722156,,24.84454175847484,29.60940265912555
5750,38.454827869307806,6.160607811891347,19.053732229399262,6.561006608506009,4.172092910372542,22.429740138641083,20.865399787265954,0.6474351150842118,6.7938328347969845,5.682370211632843,,24.518524749295388,29.62457983797039
5800,38.26160293589988,6.070628707854878,19.060703027016032,6.505575826989515,4.10740778355733,22.442729640598714,20.632857521672953,0.6308912013901475,6.590994028593181,5.600344781081624,,24.19645531764248,29.639193802898777
5850,39.78798172360088,8.805604731357908,19.068596821194404,9.816011194672287,6.4123187513556275,22.16863198642719,20.733480851246092,0.8248184730173517,7.203507046448244,5.528581286388931,,26.753141293031334,29.45085602478644
5900,39.729895810457336,8.929937508930982,19.08616626463289,9.959970071470153,6.4533284321741995,22.154883273500538,20.45222755423166,0.8084772339872622,7.2759868914781975,5.555767936274763,,26.664255019925985,29.45304950836411
5950,39.76489563034818,8.876047800579755,19.106870252748998,9.973262083734978,6.280597322129194,22.16642101085762,20.432481780471008,0.7721977579206923,7.5227783912134525,5.6967827345621105,,26.692594442673894,29.47460477108079
6000,40.32266466489629,8.638857228111995,19.078227468650415,10.289844711673672,6.122360647627222,22.22973465060907,21.162146440997027,0.729277090806964,7.983620866159331,6.138148922760783,,27.48547631898769,29.503658708642263
6050,40.8148272486106,8.452228074504166,19.050568345769772,10.514945199446322,6.032151652894034,22.316958162678084,21.83142956525504,0.6931200971331805,8.190146834938277,6.505230538455805,,28.15063055136942,29.55320833503924
6100,40.90120677916738,8.234228779788802,19.051392066827237,10.395302713381943,5.914007003078805,22.39827050872995,22.11175705740516,0.6772606478747996,7.998279148524899,6.638477393513517,,28.208979991493216,29.61692360512387
6150,40.71682804301128,8.036053793089993,19.053815952479827,10.220341238550493,5.786579229044457,22.438396281936367,21.99630500529847,0.6610776572151399,7.796123611254018,6.615022308288871,,27.906108072856693,29.64977602124834
6200,40.45981165946665,7.845544323342688,19.056082266620948,10.033709938349913,5.659365024840562,22.466015887263517,21.767821193517698,0.6451905541771118,7.5982379346394024,6.549532418737659,,27.5049127487616,29.672818103485298
6250,40.17872139449795,7.661222240330159,19.05825800303856,9.844136464245123,5.534285676667022,22.488118530692205,21.496670768168297,0.6295952304201476,7.405186742902434,6.4674011686320165,,27.06923465169913,29.69151710957084
6300,39.8909046918723,7.482378634891776,19.06040516575073,9.654444685482458,5.411925552041842,22.507201524991718,21.208428478426132,0.6143661115782992,7.216662953319496,6.377520892926767,,26.621936626536755,29.70785699758063
6350,39.60443217882467,7.308638803686603,19.06249554917614,9.466582366009016,5.292589448722416,22.52439628977666,20.914962533844378,0.599505289617699,7.032705286338396,6.283787828138263,,26.1738876048021,29.722695972241652
6400,39.323259112728266,7.139897553039299,19.064559653023945,9.28086942469388,5.176212489440503,22.540306685569405,20.6224988671001,0.5850313396422665,6.852963494099869,6.188470495866093,,25.730471311474812,29.736535664669116
6450,39.04979742225217,6.976166649337458,19.06663715214078,9.098091921870529,5.062694102202723,22.555298757326355,20.334691860410828,0.5709118826578258,6.6773321891821,6.092870955827919,,25.295124961432567,29.749677845389236
6500,38.78511837996262,6.817211275158389,19.06872650735595,8.918165584193767,4.952024282309586,22.569604852937566,20.053519085332812,0.5571444060581555,6.50570807380641,5.997761860161154,,24.869481156991053,29.762296865829775
6550,38.53013673409352,6.662692510384002,19.070787602495834,8.740919571008972,4.844124550584749,22.58341775462362,19.780868190908745,0.5437326687573686,6.338044871917764,5.903883975198862,,24.455045906017244,29.7745221033442
6600,38.28568176698089,6.512535492479162,19.072822562540896,8.565809592965454,4.739088871811709,22.596901169609744,19.518509247430355,0.5306419461387734,6.174448815934276,5.811897042701827,,24.05325563185075,29.786478843115603
6650,38.052604774889886,6.366559973831277,19.074857297933864,8.392604866332112,4.63692416422505,22.610207693071764,19.268369382681616,0.5178860830456478,6.014677606842872,5.72227907999181,,23.665628529860566,29.798301234141217
6700,37.8314555023577,6.224766950779606,19.07689015956269,8.222416085276773,4.537569421559243,22.62341791105241,19.03131138816938,0.5054513611002927,5.858696384604414,5.635268015226756,,23.293341145637168,29.81005339981526
6750,37.622115944556825,6.087009632429966,19.078919238778216,8.056001331268869,4.440873998902265,22.63654692264219,18.807281084376925,0.49333062272284367,5.706452776974271,5.5508725863715,,22.93658771701261,29.821746294364832
