step,canonical_run_id,alias_run_id,canonical_checkpoint_sha256,alias_checkpoint_sha256,semantic_state_sha256,semantic_state_equal,raw_sha256_equal,alias_group_id
5000,20260721T045021566841Z_ef3ee07b,20260721T045433955396Z_30c62ebc,bbbad3c891017f909f117042d038afc428ef744b31a22c858abab2a0b9383a00,1344702300a9dcf5bbaf9968c5c65baace675eb29b29bbc08fd090cd07c3c06e,59924c331513a9e02f5549b804bb2490801a68b5bf20a254cce7c05f1db95316,True,False,step_005000_59924c331513a9e0
20000,20260721T045433955396Z_30c62ebc,20260724T091041024473Z_c6434d8a,7d3ee179b44e6bf7c97880cd1ce3bbf2025d27451afd508f13f913d0b01e647a,a3e2947cc365a54d8c659e40ca7546a03333ea21868128d0a2eb1a22ca6ffd7b,1b451678915326f92c9f4ffdf6e493d7647c74e452900430d238e41d49e5cf77,True,False,step_020000_1b451678915326f9
